Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Location, Latitude,Longitude,Found,Quality,Source
20,SAN JUSTO,306,PROSPERIDAD,ESC PROV SANTIAGO DERQUI,JUAREZ CELMAN 357,PROSPERIDAD,Córdoba,Argentina,553,"JUAREZ CELMAN 357, PROSPERIDAD, Córdoba, Argentina",,,,No Match,Google
6,GRAL SAN MARTIN,82,PALESTINA,ESC PROV CMTE L PIEDRABUENA,FELIPE LORENZATTI 875,PALESTINA,Córdoba,Argentina,539,"FELIPE LORENZATTI 875, PALESTINA, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,193,TOSQUITA,ESC.PROV.J.M.ESTRADA,AVELLANEDA 181,TOSQUITA,Córdoba,Argentina,526,"AVELLANEDA 181, TOSQUITA, Córdoba, Argentina",,,,No Match,Google
11,POCHO,145,POCHO,ESC.PROV.D.FRENCH,PUBLICA,POCHO,Córdoba,Argentina,499,"PUBLICA, POCHO, Córdoba, Argentina",,,,No Match,Google
25,TULUMBA,367,ROSARIO DEL SALADILLO,ESC.PROV.D.F.SARMIENTO,JAVIER GARCIA,ROSARIO DEL SALADILLO,Córdoba,Argentina,493,"JAVIER GARCIA, ROSARIO DEL SALADILLO, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,327,MONTE RALO,ESC.DELL'ARMELLINA,ITALIA,MONTE RALO,Córdoba,Argentina,488,"ITALIA, MONTE RALO, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,91,AVELLANEDA,ESC.PROV.FRAY M. ESQUIU,PUBLICA S/N,AVELLANEDA,Córdoba,Argentina,485,"PUBLICA S/N, AVELLANEDA, Córdoba, Argentina",,,,No Match,Google
15,RIO SECO,227A,RINCONADA,ESC PROV GUILLERMO BROWN,PUBLICA S/N,RINCONADA,Córdoba,Argentina,466,"PUBLICA S/N, RINCONADA, Córdoba, Argentina",,,,No Match,Google
19,SAN JAVIER,274A,LA POBLACION,ESCUELA PROVINCIAL,PUBLICA S/N,LA POBLACION,Córdoba,Argentina,459,"PUBLICA S/N, LA POBLACION, Córdoba, Argentina",,,,No Match,Google
15,RIO SECO,226,LOS HOYOS,ESC PRO MARTIN GUEMES,PUBLICA S/N,LOS HOYOS,Córdoba,Argentina,453,"PUBLICA S/N, LOS HOYOS, Córdoba, Argentina",,,,No Match,Google
12,PUNILLA,158A,CABALANGO,ESC.PROV.D. FRENCH,CALLE 10,CABALANGO,Córdoba,Argentina,440,"CALLE 10, CABALANGO, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,178A,LAS ALBAHACAS,ESC.C.G. DE REZZANO,CALLE 11,LAS ALBAHACAS,Córdoba,Argentina,440,"CALLE 11, LAS ALBAHACAS, Córdoba, Argentina",,,,No Match,Google
26,UNION,376,BISMARCK,ESC PROV B ERNARDINO RIVADAVIA,RIVADAVIA 360,BISMARCK,Córdoba,Argentina,415,"RIVADAVIA 360, BISMARCK, Córdoba, Argentina",,,,No Match,Google
19,SAN JAVIER,267,CONLARA,ESC PROV NARCISO LAPRIDA,PUBLICA S/N,CONLARA,Córdoba,Argentina,401,"PUBLICA S/N, CONLARA, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,92,CAÑADA DE RIO PINTO,ESC.PROV.H.VIEYTES,PUBLICA,CAÑADA DE RIO PINTO,Córdoba,Argentina,398,"PUBLICA, CAÑADA DE RIO PINTO, Córdoba, Argentina",,,,No Match,Google
18,SAN ALBERTO,264,PANAHOLMA,ESC.P.PIZZURNO,PUBLICA,PANAHOLMA,Córdoba,Argentina,396,"PUBLICA, PANAHOLMA, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,279A,EL FUERTECITO,ESC PROV ALTE GUILLERMO BROWN,ALICIA ROSSI 441,EL FUERTECITO,Córdoba,Argentina,373,"ALICIA ROSSI 441, EL FUERTECITO, Córdoba, Argentina",,,,No Match,Google
16,RIO SEGUNDO,231,CAPILLA DEL CARMEN,ESCUELA NARCISO LAPRIDA,GRAL JOSE DE SAN MARTIN S/N,CAPILLA DEL CARMEN,Córdoba,Argentina,364,"GRAL JOSE DE SAN MARTIN S/N, CAPILLA DEL CARMEN, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,299,LUXARDO,ESC CONSTANCIO LUXARDO,PUBLICA S/N,LUXARDO,Córdoba,Argentina,358,"PUBLICA S/N, LUXARDO, Córdoba, Argentina",,,,No Match,Google
23,TERCERO ARRIBA,349A,GENERAL FOTHERINGHAM,ESC PROV GRAL BATOLOME MITRE,SAN JUAN ESQ BELGRANO,GENERAL FOTHERINGHAM,Córdoba,Argentina,352,"SAN JUAN ESQ BELGRANO, GENERAL FOTHERINGHAM, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,93,COPACABANA,ESC JUAN M DE PUEYRREDON,PUBLICA S/N,COPACABANA,Córdoba,Argentina,347,"PUBLICA S/N, COPACABANA, Córdoba, Argentina",,,,No Match,Google
15,RIO SECO,227D,SANTA ELENA,ESC PROV ING FEDERICO NEHHER,PUBLICA S/N,SANTA ELENA,Córdoba,Argentina,346,"PUBLICA S/N, SANTA ELENA, Córdoba, Argentina",,,,No Match,Google
22,SOBREMONTE,334,CHUÑAHUASI,ESC PROV MARIANO MORENO,PUBLICA S/N,CHUÑAHUASI,Córdoba,Argentina,344,"PUBLICA S/N, CHUÑAHUASI, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,197,LA POSTA,ESC PROV JOAQUIN V GONZALEZ,JOAQUIN V GONZALEZ S/N,LA POSTA,Córdoba,Argentina,337,"JOAQUIN V GONZALEZ S/N, LA POSTA, Córdoba, Argentina",,,,No Match,Google
9,MARCOS JUAREZ,135,CAP.B.O HIGGINS,ESC.PROV.GRAL SAN MARTIN,AV ITALIA 448,CAP.B.O HIGGINS,Córdoba,Argentina,320,"AV ITALIA 448, CAP.B.O HIGGINS, Córdoba, Argentina",,,,No Match,Google
24,TOTORAL,356,SIMBOLAR,ESC.PROV.F.AMEGHINO,PUBLICA,SIMBOLAR,Córdoba,Argentina,319,"PUBLICA, SIMBOLAR, Córdoba, Argentina",,,,No Match,Google
5,GENERAL ROCA,71,VILLA SARMIENTO,ESC.PROV. D.F.SARMIENTO,PUBLICA,VILLA SARMIENTO,Córdoba,Argentina,308,"PUBLICA, VILLA SARMIENTO, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,191A,MALENA,ESC.PROV.R.E.DE SAN MARTIN,REMEDIOS ESCALADA DE SAN MARTIN,MALENA,Córdoba,Argentina,308,"REMEDIOS ESCALADA DE SAN MARTIN, MALENA, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,25B,LOS MOLINOS,ESC PROV JUAN LARREA,PUBLICA S/N,LOS MOLINOS,Córdoba,Argentina,301,"PUBLICA S/N, LOS MOLINOS, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,317,BAJO CHICO,ESC PROV B DE MONTEAGUDO,CALLE PUBLICA P/ANIZACATE,BAJO CHICO,Córdoba,Argentina,298,"CALLE PUBLICA P/ANIZACATE, BAJO CHICO, Córdoba, Argentina",,,,No Match,Google
11,POCHO,146A,TALA CAÑADA,ESC.PROV.M.BELGRANO,TALA CAÑADA,TALA CAÑADA,Córdoba,Argentina,283,"TALA CAÑADA, TALA CAÑADA, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,91C,VILLA GUTIERREZ,ESC.PROV.M.MARTINEZ DE SUAREZ,PUBLICA,VILLA GUTIERREZ,Córdoba,Argentina,279,"PUBLICA, VILLA GUTIERREZ, Córdoba, Argentina",,,,No Match,Google
16,RIO SEGUNDO,244A,LOS CHAÑARITOS,ESC PROV ESTANISLAO DEL CAMPO,PUBLICA S/N,LOS CHAÑARITOS,Córdoba,Argentina,278,"PUBLICA S/N, LOS CHAÑARITOS, Córdoba, Argentina",,,,No Match,Google
3,COLON,33A,COLONIA VICENTE AGÜERO,ESC PROV VICENTE AGUERO,LOTE XVII S/N,COLONIA VICENTE AGÜERO,Córdoba,Argentina,277,"LOTE XVII S/N, COLONIA VICENTE AGÜERO, Córdoba, Argentina",,,,No Match,Google
3,COLON,29A,TINOCO,ESC.PROV.B.RIVADAVIA,PUBLICA,TINOCO,Córdoba,Argentina,263,"PUBLICA, TINOCO, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,215A,LA QUINTA,ESC PROV JUAN JOSE PASO,PUBLICA S/N,LA QUINTA,Córdoba,Argentina,255,"PUBLICA S/N, LA QUINTA, Córdoba, Argentina",,,,No Match,Google
19,SAN JAVIER,269A,QUEBRACHO LADEADO,ESC.PROV.J.M.ESTRADA,PUBLICA,QUEBRACHO LADEADO,Córdoba,Argentina,254,"PUBLICA, QUEBRACHO LADEADO, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,212B,EL CRISPIN,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,EL CRISPIN,Córdoba,Argentina,253,"PUBLICA S/N, EL CRISPIN, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,295A,TORO PUJIO,ESC.PROV.J.M.ESTRADA,PUBLICA,TORO PUJIO,Córdoba,Argentina,252,"PUBLICA, TORO PUJIO, Córdoba, Argentina",,,,No Match,Google
26,UNION,377,BREMEN,ESC PROV ALMAFUERTE,PUBLICA S/N,BREMEN,Córdoba,Argentina,246,"PUBLICA S/N, BREMEN, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,15,AMBOY,ESC PROV D VELEZ SARFIELD,AYLLU,AMBOY,Córdoba,Argentina,240,"AYLLU, AMBOY, Córdoba, Argentina",,,,No Match,Google
10,MINAS,139B,LA PLAYA,ESC PROV GRAJ J DE SAN MARTIN,PUBLICA S/N,LA PLAYA,Córdoba,Argentina,237,"PUBLICA S/N, LA PLAYA, Córdoba, Argentina",,,,No Match,Google
24,TOTORAL,354,SANTA CATALINA,ESC PROV GREGORIA MATORRAS,PUBLICA S/N,SANTA CATALINA,Córdoba,Argentina,234,"PUBLICA S/N, SANTA CATALINA, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,196,CAÑADA DE MACHADO,ESC.PROV.M.MORENO,CALLE 12,CAÑADA DE MACHADO,Córdoba,Argentina,229,"CALLE 12, CAÑADA DE MACHADO, Córdoba, Argentina",,,,No Match,Google
9,MARCOS JUAREZ,122,BARGE,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,BARGE,Córdoba,Argentina,228,"PUBLICA S/N, BARGE, Córdoba, Argentina",,,,No Match,Google
4,CRUZ DEL EJE,43B,CRUZ DE CAÑA,ESC PROV JUAN B ALBERDI,PUBLICA S/N,CRUZ DE CAÑA,Córdoba,Argentina,227,"PUBLICA S/N, CRUZ DE CAÑA, Córdoba, Argentina",,,,No Match,Google
23,TERCERO ARRIBA,347,PUNTA DEL AGUA,ESC.PROV.S.A.GUTIERREZ,PUBLICA,PUNTA DEL AGUA,Córdoba,Argentina,227,"PUBLICA, PUNTA DEL AGUA, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,180,LAS PEÑAS,ESC.PROV.J.M.PAZ,AVDA. 22 DE OCTUBRE,LAS PEÑAS,Córdoba,Argentina,215,"AVDA. 22 DE OCTUBRE, LAS PEÑAS, Córdoba, Argentina",,,,No Match,Google
15,RIO SECO,227C,CHAÑAR VIEJO,ESC PROV G MARTINEZ PIZARRO,PUBLICA S/N,CHAÑAR VIEJO,Córdoba,Argentina,207,"PUBLICA S/N, CHAÑAR VIEJO, Córdoba, Argentina",,,,No Match,Google
15,RIO SECO,229A,EUFRASIO LOZA,ESC PROV LEOPOLDO LUGONES,SANTIAGO DEL ESTERO S/N,EUFRASIO LOZA,Córdoba,Argentina,205,"SANTIAGO DEL ESTERO S/N, EUFRASIO LOZA, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,18B,CALERAS DE CALAMUCHITA,ESCUELA PROVINCIAL,CALERAS DE CALAMUCHITA,CALERAS DE CALAMUCHITA,Córdoba,Argentina,202,"CALERAS DE CALAMUCHITA, CALERAS DE CALAMUCHITA, Córdoba, Argentina",,,,No Match,Google
16,RIO SEGUNDO,237B,PUEBLO LUDUEÑA,ESC PROV JERONIMO L DE CABRERA,PUBLICA S/N-IMPIRA,PUEBLO LUDUEÑA,Córdoba,Argentina,189,"PUBLICA S/N-IMPIRA, PUEBLO LUDUEÑA, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,288A,VILLA SAN ESTEBAN,ESCUELA PROV. ANTONIO SOBRAL,PUBLICA,VILLA SAN ESTEBAN,Córdoba,Argentina,189,"PUBLICA, VILLA SAN ESTEBAN, Córdoba, Argentina",,,,No Match,Google
10,MINAS,138D,TOSNO,ESC.PROV.MONS.R. LEAL,PUBLICA,TOSNO,Córdoba,Argentina,186,"PUBLICA, TOSNO, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,329,SAN CLEMENTE,ESC.PROV.J.B.CABRAL,PUBLICA,SAN CLEMENTE,Córdoba,Argentina,185,"PUBLICA, SAN CLEMENTE, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,209,MAQUINISTA GALLINI,ESC.PROV.J.M.PAZ,PUBLICA,MAQUINISTA GALLINI,Córdoba,Argentina,182,"PUBLICA, MAQUINISTA GALLINI, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,294A,COLONIA VALTELINA,ESC PROV NICOLAS AVELLANEDA,SARMIENTO S/N,COLONIA VALTELINA,Córdoba,Argentina,182,"SARMIENTO S/N, COLONIA VALTELINA, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,283A,COLONIA PICHANAS,ESC CONGRESO DE TUCUMAN,COLONIA PICHANAS,COLONIA PICHANAS,Córdoba,Argentina,170,"COLONIA PICHANAS, COLONIA PICHANAS, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,181,LOS CUATRO VIENTOS,ESC ANTONIO SOBRAL,PUBLICA S/N,LOS CUATRO VIENTOS,Córdoba,Argentina,168,"PUBLICA S/N, LOS CUATRO VIENTOS, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,195,ATAHONA,ESC.PROV.J.DE SAN MARTIN,PUBLICA S/N,ATAHONA,Córdoba,Argentina,166,"PUBLICA S/N, ATAHONA, Córdoba, Argentina",,,,No Match,Google
25,TULUMBA,360,CHURQUI CAÑADA,ESC PROV MARIANO MORENO,PUBLICA S/N,CHURQUI CAÑADA,Córdoba,Argentina,163,"PUBLICA S/N, CHURQUI CAÑADA, Córdoba, Argentina",,,,No Match,Google
4,CRUZ DEL EJE,52,PICHANAS,ESC.PROV.J.V.GONZALEZ,PUBLICA,PICHANAS,Córdoba,Argentina,159,"PUBLICA, PICHANAS, Córdoba, Argentina",,,,No Match,Google
10,MINAS,141A,EL CHACHO,ESC PROV ANGEL V PEÑALOZA,PUBLICA S/N,EL CHACHO,Córdoba,Argentina,158,"PUBLICA S/N, EL CHACHO, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,18A,LUTTI,ESC. PROV. L. LUGONES,PUBLICA,LUTTI,Córdoba,Argentina,157,"PUBLICA, LUTTI, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,281,BEIRO,ESCUELA N°349(ESC JUAN BEIRO),BEIRO,BEIRO,Córdoba,Argentina,155,"BEIRO, BEIRO, Córdoba, Argentina",,,,No Match,Google
10,MINAS,142A,TALAINI,ESC.PROV.J.J.CASTELLI.,PUBLICA,TALAINI,Córdoba,Argentina,152,"PUBLICA, TALAINI, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,16,ATHOS PAMPA,ESC PROV. M.BELGRANO,PUBLICA S/N,ATHOS PAMPA,Córdoba,Argentina,151,"PUBLICA S/N, ATHOS PAMPA, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,212,MONTE DEL ROSARIO,ESC.PROV.J.M.PAZ,PUBLICA,MONTE DEL ROSARIO,Córdoba,Argentina,146,"PUBLICA, MONTE DEL ROSARIO, Córdoba, Argentina",,,,No Match,Google
24,TOTORAL,352A,LOS MISTOLES,ESC PROV PEDRO N ARIAS,PUBLICA S/N,LOS MISTOLES,Córdoba,Argentina,144,"PUBLICA S/N, LOS MISTOLES, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,215,PLAZA DE MERCEDES,ESC.PROV.M.BELGRANO,CHACON DE CUESTAS,PLAZA DE MERCEDES,Córdoba,Argentina,140,"CHACON DE CUESTAS, PLAZA DE MERCEDES, Córdoba, Argentina",,,,No Match,Google
9,MARCOS JUAREZ,128A,SALADILLO,ESC.PROV.PAULA ALBARRACIN,AV 24 DE SEPTIEMBRE,SALADILLO,Córdoba,Argentina,136,"AV 24 DE SEPTIEMBRE, SALADILLO, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,190,SAN AMBROSIO,ESC.SAN JUAN BOSCO,PUBLICA,SAN AMBROSIO,Córdoba,Argentina,128,"PUBLICA, SAN AMBROSIO, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,178B,VILLA EL CHACAY,ESC.ALBERGUE J.HERNANDEZ,PUBLICA,VILLA EL CHACAY,Córdoba,Argentina,126,"PUBLICA, VILLA EL CHACAY, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,287,DOS HERMANOS,ESC PROV L DE LA TORRE,PUBLICA S/N,DOS HERMANOS,Córdoba,Argentina,125,"PUBLICA S/N, DOS HERMANOS, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,302,MAUNIER,ESC PROV GRAL SAN MARTIN,PUBLICA S/N,MAUNIER,Córdoba,Argentina,113,"PUBLICA S/N, MAUNIER, Córdoba, Argentina",,,,No Match,Google
8,JUAREZ CELMAN,116A,PASO DEL DURAZNO,ESC.PROV.MARTIN DE ALVA,PASO DEL DURAZNO,PASO DEL DURAZNO,Córdoba,Argentina,110,"PASO DEL DURAZNO, PASO DEL DURAZNO, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,210,BLAS DE ROSALES,ESC DOMINGO F SARMIENTO,PUBLICA S/N(HOY:BLAS DE ROSALES),BLAS DE ROSALES,Córdoba,Argentina,106,"PUBLICA S/N(HOY:BLAS DE ROSALES), BLAS DE ROSALES, Córdoba, Argentina",,,,No Match,Google
10,MINAS,140A,OJO DE AGUA DE TOTOX,ESC MARTIN MIGUEL DE GUEMES,OJO DE AGUA DE TOTOX,OJO DE AGUA DE TOTOX,Córdoba,Argentina,89,"OJO DE AGUA DE TOTOX, OJO DE AGUA DE TOTOX, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,101,TOYOS,ESC PROV JOAQUIN V GONZALEZ,PUBLICA S/N,TOYOS,Córdoba,Argentina,82,"PUBLICA S/N, TOYOS, Córdoba, Argentina",,,,No Match,Google
2,CALAMUCHITA,18C,VILLA CAÑADA DEL SAUCE,ESC.PROV. A.ALSINA,FRANCISCO CESAR,VILLA CAÑADA DEL SAUCE,Córdoba,Argentina,80,"FRANCISCO CESAR, VILLA CAÑADA DEL SAUCE, Córdoba, Argentina",,,,No Match,Google
20,SAN JUSTO,291A,COLONIA ANITA,ESC PROV RAMON J CARCANO,PUBLICA S/N,COLONIA ANITA,Córdoba,Argentina,79,"PUBLICA S/N, COLONIA ANITA, Córdoba, Argentina",,,,No Match,Google
8,JUAREZ CELMAN,103,ASSUNTA,ESC.PROV.D.F.SARMIENTO,PUBLICA S/N,ASSUNTA,Córdoba,Argentina,74,"PUBLICA S/N, ASSUNTA, Córdoba, Argentina",,,,No Match,Google
13,RIO CUARTO,175,LA GILDA,ESC PROV JOSE DE SAN MARTIN,PUBLICA S/N,LA GILDA,Córdoba,Argentina,73,"PUBLICA S/N, LA GILDA, Córdoba, Argentina",,,,No Match,Google
8,JUAREZ CELMAN,110A,PACHECO DE MELO,ESC.PROV.M.BELGRANO,12 DE OCTUBRE,PACHECO DE MELO,Córdoba,Argentina,72,"12 DE OCTUBRE, PACHECO DE MELO, Córdoba, Argentina",,,,No Match,Google
4,CRUZ DEL EJE,47,IGLESIA VIEJA,ESC PROV JOSE MARIA PAZ,PUBLICA S/N,IGLESIA VIEJA,Córdoba,Argentina,71,"PUBLICA S/N, IGLESIA VIEJA, Córdoba, Argentina",,,,No Match,Google
6,GRAL SAN MARTIN,81,MOJARRAS,ESC.PROV. ISLAS MALVINAS,RUTA PROV N 158,MOJARRAS,Córdoba,Argentina,68,"RUTA PROV N 158, MOJARRAS, Córdoba, Argentina",,,,No Match,Google
5,GENERAL ROCA,67,ONAGOITY,ESC.PROV. V. MERCANTE,PUBLICA,ONAGOITY,Córdoba,Argentina,67,"PUBLICA, ONAGOITY, Córdoba, Argentina",,,,No Match,Google
11,POCHO,144B,EL MEDANITO,ESC R ESCALADA DE SAN MARTIN,EL MEDANITO,EL MEDANITO,Córdoba,Argentina,64,"EL MEDANITO, EL MEDANITO, Córdoba, Argentina",,,,No Match,Google
8,JUAREZ CELMAN,110,EL RASTREADOR,ESC CARLOS MARIA DE ALVEAR,PUBLICA S/N,EL RASTREADOR,Córdoba,Argentina,60,"PUBLICA S/N, EL RASTREADOR, Córdoba, Argentina",,,,No Match,Google
7,ISCHILIN,98,JAIME PETER,ESCUELA FRAY GUILLERMO BUTLER,PUBLICA S/N,JAIME PETER,Córdoba,Argentina,55,"PUBLICA S/N, JAIME PETER, Córdoba, Argentina",,,,No Match,Google
5,GENERAL ROCA,69,RANQUELES,ESC.PROV.F.N.LAPRIDA,PUBLICA,RANQUELES,Córdoba,Argentina,51,"PUBLICA, RANQUELES, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,322,COSME,ESC PROV OLEGARIO V ANDRADE,PUBLICA S/N,COSME,Córdoba,Argentina,50,"PUBLICA S/N, COSME, Córdoba, Argentina",,,,No Match,Google
25,TULUMBA,363,ISLA DE SAN ANTONIO,ESC PROV JOSE MARMOL,CAMINO PROVINCIAL S/N,ISLA DE SAN ANTONIO,Córdoba,Argentina,49,"CAMINO PROVINCIAL S/N, ISLA DE SAN ANTONIO, Córdoba, Argentina",,,,No Match,Google
18,SAN ALBERTO,261B,VILLA BENEGAS,ESC.PROV.GUIDO SPANO,PUBLICA,VILLA BENEGAS,Córdoba,Argentina,48,"PUBLICA, VILLA BENEGAS, Córdoba, Argentina",,,,No Match,Google
4,CRUZ DEL EJE,53B,EL ABRA,ESCUELA N°395(MANUEL LUCERO),EL ABRA,EL ABRA,Córdoba,Argentina,45,"EL ABRA, EL ABRA, Córdoba, Argentina",,,,No Match,Google
16,RIO SEGUNDO,236A,COLONIA VIDELA,ESC.PROV.D.F.SARMIENTO,PUBLICA,COLONIA VIDELA,Córdoba,Argentina,45,"PUBLICA, COLONIA VIDELA, Córdoba, Argentina",,,,No Match,Google
26,UNION,396A,VILLA LOS PATOS,ESC.PROV.M.SASTRE,PUBLICA,VILLA LOS PATOS,Córdoba,Argentina,43,"PUBLICA, VILLA LOS PATOS, Córdoba, Argentina",,,,No Match,Google
6,GRAL SAN MARTIN,84,SANABRIA,ESC PROV JOSE DE SAN MARTIN,PUBLICA S/N,SANABRIA,Córdoba,Argentina,40,"PUBLICA S/N, SANABRIA, Córdoba, Argentina",,,,No Match,Google
14,RIO PRIMERO,216,PUNTA DEL AGUA,ESC.PROV.GRAL SAN MARTIN,PUBLICA,PUNTA DEL AGUA,Córdoba,Argentina,38,"PUBLICA, PUNTA DEL AGUA, Córdoba, Argentina",,,,No Match,Google
18,SAN ALBERTO,260A,EL VOLCAN,ESC PROV JUAN P PRINGLES,PUBLICA S/N,EL VOLCAN,Córdoba,Argentina,35,"PUBLICA S/N, EL VOLCAN, Córdoba, Argentina",,,,No Match,Google
10,MINAS,138A,RUMIACO,ESC MIGUEL DE AZCUENAGA,RUMIACO,RUMIACO,Córdoba,Argentina,27,"RUMIACO, RUMIACO, Córdoba, Argentina",,,,No Match,Google
21,SANTA MARIA,320,BUENA VISTA,OLEGARIO V ANDRADE (CIRC 322),PUBLICA S/N -COSME NORTE,BUENA VISTA,Córdoba,Argentina,27,"PUBLICA S/N -COSME NORTE, BUENA VISTA, Córdoba, Argentina",,,,No Match,Google
18,SAN ALBERTO,259,ALTAUTINA,ESC.PROV.M.DE AZCUENAGA,PUBLICA,ALTAUTINA,Córdoba,Argentina,21,"PUBLICA, ALTAUTINA, Córdoba, Argentina",,,,No Match,Google
5,GENERAL ROCA,65,LECUEDER,ESC PROV MANUEL BELGRANO,PUBLICA S/N,LECUEDER,Córdoba,Argentina,18,"PUBLICA S/N, LECUEDER, Córdoba, Argentina",,,,No Match,Google
25,TULUMBA,365,LAS MASITAS,ESC LUIS E JUNCOS(EX NAC 212),LAS MASITAS,LAS MASITAS,Córdoba,Argentina,16,"LAS MASITAS, LAS MASITAS, Córdoba, Argentina",,,,No Match,Google
3,COLON,37,RIO CEBALLOS,ESC.CONSTANCIO C. VIGIL,Primero de mayo 112,RIO CEBALLOS,Córdoba,Argentina,2028,"Primero de mayo 112, RIO CEBALLOS, Córdoba, Argentina",-31.1640109,-64.3301562,"1° De Mayo, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,291,FREYRE,COL STA TERESITA DEL N JESUS,BV 12 DE OCTUBRE 681,FREYRE,Córdoba,Argentina,2736,"BV 12 DE OCTUBRE 681, FREYRE, Córdoba, Argentina",-31.1656411,-62.0954979,"12 de Octubre, Freyre, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,290,EL TIO,ESC PROV JOSE MARIA PAZ,15 DE OCTUBRE 588,EL TIO,Córdoba,Argentina,926,"15 DE OCTUBRE 588, EL TIO, Córdoba, Argentina",-31.3857024,-62.8285216,"15 de Octubre, El Tío, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,7G,PANAMERICANO,"IPEM 199 ""JUAN EMILIO REMONDA""",SOSA REVELLO Y 15 DE SEPTIEMBRE 590,Córdoba,Córdoba,Argentina,1705,"SOSA REVELLO Y 15 DE SEPTIEMBRE 590, Córdoba, Córdoba, Argentina",-31.368171,-64.182919,"15 de Septiembre & Sosa Revello, Córdoba, Argentina",Partial Match,Google
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MONSEÑOR M DE ANDREA,17 DE JULIO 380,Córdoba,Córdoba,Argentina,3430,"17 DE JULIO 380, Córdoba, Córdoba, Argentina",-31.4335626,-64.1376602,"17 de Julio, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,286,DIEZ DE JULIO,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,DIEZ DE JULIO,Córdoba,Argentina,151,"PUBLICA S/N, DIEZ DE JULIO, Córdoba, Argentina",-31.9792983,-64.5601682,"190, Julio A. Roca 176, Villa Gral. Belgrano, Córdoba, Argentina",Partial Match,Google
8,JUAREZ CELMAN,106,CABRERA,ESC.PROV.E.F.OLMOS,20 DE SEPTIEMBRE 584,CABRERA,Córdoba,Argentina,2338,"20 DE SEPTIEMBRE 584, CABRERA, Córdoba, Argentina",-32.8128876,-63.871427,"20 de Septiembre, Gral. Cabrera, Córdoba, Argentina",Partial Match,Google
20,SAN JUSTO,295,LA TORDILLA,ESC MARGARITA LA TORRE MERCADO,8 DE SEPTIEMBRE 107,LA TORDILLA,Córdoba,Argentina,1566,"8 DE SEPTIEMBRE 107, LA TORDILLA, Córdoba, Argentina",-31.2494281,-63.0592544,"24 de Septiembre, Villa Vaudagna, Córdoba, Argentina",Partial Match,Google
