Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Location, Latitude,Longitude,Found,Quality,Source
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.BME.MITRE,MITRE 1147,VILLA NUEVA,Córdoba,Argentina,2752,"MITRE 1147, VILLA NUEVA, Córdoba, Argentina",-32.4365783,-63.2480308,"Bartolomé Mitre 1147, Villa Nueva, Córdoba, Argentina",Match,Google
1,CAPITAL,1,SECCIONAL PRIMERA,ESC NUESTRA SEÑORA DEL HUERTO,BELGRANO 269,Córdoba,Córdoba,Argentina,4119,"BELGRANO 269, Córdoba, Córdoba, Argentina",-31.4179066,-64.1894514,"Belgrano 269, X5000JQE Córdoba, Argentina",Match,Google
8,JUAREZ CELMAN,105,BENGOLEA,ESC.SEÑOR DE LA BUENA MUERTE,BENGOLEA,BENGOLEA,Córdoba,Argentina,971,"BENGOLEA, BENGOLEA, Córdoba, Argentina",-33.0250384,-63.6699037,"Bengolea, Córdoba, Argentina",Match,Google
26,UNION,386,GOULD,ESC R VERA PEÑALOZA,GOULD,GOULD,Córdoba,Argentina,632,"GOULD, GOULD, Córdoba, Argentina",-33.5889903,-62.7292903,"Benjamín Gould, Córdoba, Argentina",Match,Google
1,CAPITAL,5E,VILLA BUSTOS,ESC TTE GRAL P RICCHIERI,BENJAMIN VIEL 2387,Córdoba,Córdoba,Argentina,4055,"BENJAMIN VIEL 2387, Córdoba, Córdoba, Argentina",-31.436106,-64.113314,"Benjamín Viel 2387, X5006GNC Córdoba, Argentina",Match,Google
1,CAPITAL,11D,LOS NARANJOS,ESC SANTISIMA TRINIDAD,BLAMEY LAFORE 1248,Córdoba,Córdoba,Argentina,2408,"BLAMEY LAFORE 1248, Córdoba, Córdoba, Argentina",-31.422278,-64.2220809,"Blamey Lafore 1248, X5010AVD Córdoba, Argentina",Match,Google
14,RIO PRIMERO,206,LAS HERAS,ESCUELA N°411,LA CAÑADA,LAS HERAS,Córdoba,Argentina,61,"LA CAÑADA, LAS HERAS, Córdoba, Argentina",-31.404757,-64.1833358,"Blvd. Las Heras 234, Córdoba, Argentina",Match,Google
1,CAPITAL,10E,ESTACION FLORES,ESC ALAS ARGENTINA,BONN 4627,Córdoba,Córdoba,Argentina,3698,"BONN 4627, Córdoba, Córdoba, Argentina",-31.4507846,-64.2471464,"Bonn 4627, X5011FRI Córdoba, Argentina",Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,COL.JOVENES ARGENTINOS,BOTAFOGO 3448,Córdoba,Córdoba,Argentina,2410,"BOTAFOGO 3448, Córdoba, Córdoba, Argentina",-31.453062,-64.1748767,"Botafogo 3448, X5014HHB Córdoba, Argentina",Match,Google
1,CAPITAL,11H,QUEBRADA LAS ROSAS,ESC REPUBLICA DE VENEZUELA,BOYERO 517,Córdoba,Córdoba,Argentina,3319,"BOYERO 517, Córdoba, Córdoba, Argentina",-31.3855394,-64.2584022,"Boyero 517, Córdoba, Argentina",Match,Google
1,CAPITAL,8B,PUEYRREDON,INST SAGRADA FAMILIA,BUCHARDO 1729,Córdoba,Córdoba,Argentina,3430,"BUCHARDO 1729, Córdoba, Córdoba, Argentina",-31.4029817,-64.1649066,"Buchardo 1729, Córdoba, Argentina",Match,Google
3,COLON,32,GENERAL PAZ,ESC PROV GRAL JOSE MARIA PAZ,BUENOS AIRES Y CORDOBA,GENERAL PAZ,Córdoba,Argentina,1863,"BUENOS AIRES Y CORDOBA, GENERAL PAZ, Córdoba, Argentina",-31.1350029,-64.1408272,"Buenos Aires & Cordoba, Gral. Paz, Córdoba, Argentina",Match,Google
20,SAN JUSTO,285,DEVOTO,ESC DOMINGO F SARMIENTO,DEVOTO,DEVOTO,Córdoba,Argentina,2064,"DEVOTO, DEVOTO, Córdoba, Argentina",-31.4064867,-62.2921483,"Bv. 25 de Mayo, Devoto, Córdoba, Argentina",Match,Google
21,SANTA MARIA,316,ALTA GRACIA,INST SUP ANGLO AMERICANO,BV CARLOS PELLEGRINI 637,ALTA GRACIA,Córdoba,Argentina,2401,"BV CARLOS PELLEGRINI 637, ALTA GRACIA, Córdoba, Argentina",-31.6524879,-64.4415249,"Bv. Carlos Pellegrini 637, Alta Gracia, Córdoba, Argentina",Match,Google
26,UNION,375,BELL VILLE,COLEGIO SAN JOSE,BV FIGUEROA ALCORTA 40,BELL VILLE,Córdoba,Argentina,4802,"BV FIGUEROA ALCORTA 40, BELL VILLE, Córdoba, Argentina",-32.6299116,-62.6850538,"Bv. Figueroa Alcorta 40, X2550DUN Bell Ville, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESCUELA PIAS,BV GRAL ROCA 701,RIO CUARTO,Córdoba,Argentina,2752,"BV GRAL ROCA 701, RIO CUARTO, Córdoba, Argentina",-33.1282872,-64.342464,"Bv. Gral. Roca 701, Río Cuarto, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,230,CALCHIN,COLEGIO ENS.SECUNDARIA,CALCHIN,CALCHIN,Córdoba,Argentina,2150,"CALCHIN, CALCHIN, Córdoba, Argentina",-31.6682192,-63.199948,"Calchín, Córdoba, Argentina",Match,Google
12,PUNILLA,158B,ESTANCIA VIEJA,LOCAL COMUNAL,ESTANCIA VIEJA,ESTANCIA VIEJA,Córdoba,Argentina,1038,"ESTANCIA VIEJA, ESTANCIA VIEJA, Córdoba, Argentina",-31.3796234,-64.5161602,"Calle Publica 520, Villa Carlos Paz, Córdoba, Argentina",Match,Google
2,CALAMUCHITA,25A,CALMAYO,ESC.PROV.M.GUEMES,PUBLICA,CALMAYO,Córdoba,Argentina,126,"PUBLICA, CALMAYO, Córdoba, Argentina",-32.030836,-64.468656,"calle publica s/n zona rural, 5191 Calmayo, Córdoba, Argentina",Match,Google
2,CALAMUCHITA,16C,VILLA BERNA,ESC. JOAQUIN V. GONZALEZ,PUBLICA,VILLA BERNA,Córdoba,Argentina,106,"PUBLICA, VILLA BERNA, Córdoba, Argentina",-31.8981368,-64.7398078,"Calle Publica s/n, 5194 Villa Berna, Córdoba, Argentina",Match,Google
13,RIO CUARTO,163,ALPA CORRAL,IPEM N° 119 NESTOR ZARAZAGA,PUBLICA S/N,ALPA CORRAL,Córdoba,Argentina,1215,"PUBLICA S/N, ALPA CORRAL, Córdoba, Argentina",-32.6922111,-64.7179401,"Calle Pública S/n, Alpa Corral, Córdoba, Argentina",Match,Google
19,SAN JAVIER,270,LAS ROSAS,ESC MAGDALENA T DE CHARLES,PUBLICA S/N,LAS ROSAS,Córdoba,Argentina,3024,"PUBLICA S/N, LAS ROSAS, Córdoba, Argentina",-31.9491062,-65.051445,"Calle Pública S/n, Villa De Las Rosas, Córdoba, Argentina",Match,Google
11,POCHO,144A,LAS JARILLAS,ESC.PROV.L.LUGONES,PUBLICA,LAS JARILLAS,Córdoba,Argentina,93,"PUBLICA, LAS JARILLAS, Córdoba, Argentina",-32.0242376,-65.0143231,"Calle publica sin numero, X5875 San Javier, Córdoba, Argentina",Match,Google
1,CAPITAL,12D,JOSE IGNACIO DIAZ,IPEM N° 309 (FUENTEALBA),CALLE PUBLICA,Córdoba,Córdoba,Argentina,2052,"CALLE PUBLICA, Córdoba, Córdoba, Argentina",-31.3796026,-64.1293947,"Calle Publica, Córdoba, Argentina",Match,Google
10,MINAS,138C,ESTANCIA DE GUADALUPE,ESC PROV NIÑAS DE AYOHUMA,PUBLICA S/N,ESTANCIA DE GUADALUPE,Córdoba,Argentina,429,"PUBLICA S/N, ESTANCIA DE GUADALUPE, Córdoba, Argentina",-31.1333294,-65.2666702,"Calle Públicas/n, Estancia de Guadalupe, Córdoba, Argentina",Match,Google
1,CAPITAL,12H,LOS CERVECEROS,ESC.DR.NICOLAS AVELLANEDA,CNO.S.CARLOS KM. 4 1/2,Córdoba,Córdoba,Argentina,2015,"CNO.S.CARLOS KM. 4 1/2, Córdoba, Córdoba, Argentina",-31.518383,-64.1691363,"Camino a San Carlos, Córdoba, Argentina",Match,Google
7,ISCHILIN,91A,CANTERAS,ESC.PROV.J.V.RECLA,CANTERAS,CANTERAS,Córdoba,Argentina,23,"CANTERAS, CANTERAS, Córdoba, Argentina",-31.4016489,-64.1202224,"Camino Chacra de la Merced km. 3½, 5000 Córdoba, Argentina",Match,Google
2,CALAMUCHITA,26A,SEGUNDA USINA,ESCUELA N° 481,SEGUNDA USINA,SEGUNDA USINA,Córdoba,Argentina,131,"SEGUNDA USINA, SEGUNDA USINA, Córdoba, Argentina",-32.1849015,-64.3800094,"Camino Embalse - Segunda Usina, Córdoba, Argentina",Match,Google
25,TULUMBA,360B,LA TOMA,ESCUELA ESTEBAN ECHEVERRIA,LA TOMA,LA TOMA,Córdoba,Argentina,115,"LA TOMA, LA TOMA, Córdoba, Argentina",-30.8636432,-64.4934794,"Camping la Toma, Córdoba, Argentina",Match,Google
26,UNION,378,CANALS,INSTITUTO BELISARIO ROLDAN,CANALS,CANALS,Córdoba,Argentina,4355,"CANALS, CANALS, Córdoba, Argentina",-33.5615274,-62.8856108,"Canals, Córdoba, Argentina",Match,Google
26,UNION,378,CANALS,ESC PROV J HERNANDEZ,CANALS,CANALS,Córdoba,Argentina,3353,"CANALS, CANALS, Córdoba, Argentina",-33.5615274,-62.8856108,"Canals, Córdoba, Argentina",Match,Google
4,CRUZ DEL EJE,54A,CANTERAS QUILPO,ESC.PROV.M. BELGRANO,CANTERAS QUILPO,CANTERAS QUILPO,Córdoba,Argentina,95,"CANTERAS QUILPO, CANTERAS QUILPO, Córdoba, Argentina",-31.3233541,-64.2942416,"Canteras de Quilpo, Córdoba, Argentina",Match,Google
24,TOTORAL,351,CAÑADA DE LUQUE,ESC.R.J.CARCANO,CAÑADA DE LUQUE,CAÑADA DE LUQUE,Córdoba,Argentina,1185,"CAÑADA DE LUQUE, CAÑADA DE LUQUE, Córdoba, Argentina",-30.7365907,-63.7248786,"Cañada de Luque, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,242A,CAÑADA DE MACHADO SUD,ESC MARIANO MORENO,CAÑADA DE MACHADO SUD,CAÑADA DE MACHADO SUD,Córdoba,Argentina,17,"CAÑADA DE MACHADO SUD, CAÑADA DE MACHADO SUD, Córdoba, Argentina",-31.428978,-63.5850258,"Cañada de Machado, Córdoba, Argentina",Match,Google
8,JUAREZ CELMAN,107,CARNERILLO,ESC.TTE. 1°M.C.ASUA,CARNERILLO,CARNERILLO,Córdoba,Argentina,1884,"CARNERILLO, CARNERILLO, Córdoba, Argentina",-31.438426,-64.129954,"Carnerillo 2275, 5006 Córdoba, Argentina",Match,Google
1,CAPITAL,11A,ALTO ALBERDI,ESC SAN JOSE,CASEROS 3055,Córdoba,Córdoba,Argentina,3740,"CASEROS 3055, Córdoba, Córdoba, Argentina",-31.4061331,-64.2229109,"Caseros 3055, X5002AEC Córdoba, Argentina",Match,Google
1,CAPITAL,3,SECCIONAL TERCERA,ESC SANTO TOMAS,CASEROS 745,Córdoba,Córdoba,Argentina,2756,"CASEROS 745, Córdoba, Córdoba, Argentina",-31.4153623,-64.1949891,"Caseros 745, X5000AHO Córdoba, Argentina",Match,Google
1,CAPITAL,12F,JOSE HERNANDEZ,ESC EJERCITO ARGENTINO,CASTAÑARES 470,Córdoba,Córdoba,Argentina,2760,"CASTAÑARES 470, Córdoba, Córdoba, Argentina",-31.4064306,-64.1512363,"Castañares 470, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.COM.A.OCAMPO,CATAMARCA 650,VILLA MARIA,Córdoba,Argentina,4128,"CATAMARCA 650, VILLA MARIA, Córdoba, Argentina",-32.4120466,-63.2496505,"Catamarca 650, Villa María, Córdoba, Argentina",Match,Google
1,CAPITAL,5C,EMPALME,ESC VICTOR MERCANTE,CAUCETE 4008,Córdoba,Córdoba,Argentina,3740,"CAUCETE 4008, Córdoba, Córdoba, Argentina",-31.4323407,-64.1337582,"Caucete 4008, Córdoba, Argentina",Match,Google
15,RIO SECO,227B,CERRO COLORADO,ESC PROV LUCIANO ARGUELLO,CERRO COLORADO,CERRO COLORADO,Córdoba,Argentina,339,"CERRO COLORADO, CERRO COLORADO, Córdoba, Argentina",-30.0955431,-63.9321904,"Cerro Colorado, Córdoba, Argentina",Match,Google
23,TERCERO ARRIBA,348,RIO TERCERO,ESC JOSE M ZAPIOLA,CHACABUCO 649,RIO TERCERO,Córdoba,Argentina,4460,"CHACABUCO 649, RIO TERCERO, Córdoba, Argentina",-32.165753,-64.1248533,"Chacabuco 649, Río Tercero, Córdoba, Argentina",Match,Google
14,RIO PRIMERO,199,CHALACEA,ESCUELA N°315,CHALACEA,CHALACEA,Córdoba,Argentina,230,"CHALACEA, CHALACEA, Córdoba, Argentina",-30.762136,-63.5590964,"Chalacea, Córdoba, Argentina",Match,Google
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.REP.DEL PARAGUAY,CHILE 565,VILLA MARIA,Córdoba,Argentina,3450,"CHILE 565, VILLA MARIA, Córdoba, Argentina",-32.4038128,-63.245077,"Chile 565, Villa María, Córdoba, Argentina",Match,Google
16,RIO SEGUNDO,235,LAGUNA LARGA,ESC NARCISO LAPRIDA,NARCISO LAPRIDA S/N,LAGUNA LARGA,Córdoba,Argentina,2387,"NARCISO LAPRIDA S/N, LAGUNA LARGA, Córdoba, Argentina",-31.7755481,-63.7996939,"Chubut, Laguna Larga, Córdoba, Argentina",Match,Google
1,CAPITAL,9G,VILLA CABRERA,INSTITUTO PEÑA,CIUDAD DE TAMPA 2954 VILLA CABRERA,Córdoba,Córdoba,Argentina,3280,"CIUDAD DE TAMPA 2954 VILLA CABRERA, Córdoba, Córdoba, Argentina",-31.3835717,-64.2172453,"Ciudad de Tampa 2954, Villa Cabrera, X5009BXJ Córdoba, Argentina",Match,Google
3,COLON,29,COLONIA CAROYA,ESC. PRESBITERO BONORIS,COLONIA CAROYA,COLONIA CAROYA,Córdoba,Argentina,3737,"COLONIA CAROYA, COLONIA CAROYA, Córdoba, Argentina",-31.0221158,-64.0617371,"Col. Caroya, Córdoba, Argentina",Match,Google
3,COLON,29,COLONIA CAROYA,ESC.PROV. M. BELGRANO,COLONIA CAROYA,COLONIA CAROYA,Córdoba,Argentina,3400,"COLONIA CAROYA, COLONIA CAROYA, Córdoba, Argentina",-31.0221158,-64.0617371,"Col. Caroya, Córdoba, Argentina",Match,Google
14,RIO PRIMERO,201,COLONIA LAS CUATRO ESQUINAS,ESC JOSE MARIA PAZ,LAS CUATRO ESQUINAS,COLONIA LAS CUATRO ESQUINAS,Córdoba,Argentina,114,"LAS CUATRO ESQUINAS, COLONIA LAS CUATRO ESQUINAS, Córdoba, Argentina",-31.2079948,-63.223266,"Col. las Cuatro Esquinas, Córdoba, Argentina",Match,Google
20,SAN JUSTO,311,SAN PEDRO,ESC PROV 9 DE JULIO,COLONIA SAN PEDRO,SAN PEDRO,Córdoba,Argentina,264,"COLONIA SAN PEDRO, SAN PEDRO, Córdoba, Argentina",-30.7837267,-61.9174728,"Col. San Pedro, Córdoba, Argentina",Match,Google
1,CAPITAL,13,LEANDRO N. ALEM,ESC ASOCIACION DE MAYO,COLOMPREA 1500,Córdoba,Córdoba,Argentina,1710,"COLOMPREA 1500, Córdoba, Córdoba, Argentina",-31.3897422,-64.1563468,"Colomprea 1500, Córdoba, Argentina",Match,Google
13,RIO CUARTO,188,RIO CUARTO,ESC.NORM.NAC.MIXTA,CONSTITUCION 1040,RIO CUARTO,Córdoba,Argentina,8280,"CONSTITUCION 1040, RIO CUARTO, Córdoba, Argentina",-33.1268842,-64.3506521,"Constitución 1040, Río Cuarto, Córdoba, Argentina",Match,Google
20,SAN JUSTO,283,CONCEPCION,ESC.PROV.M.MORENO,TUCUMAN 483,CONCEPCION,Córdoba,Argentina,1767,"TUCUMAN 483, CONCEPCION, Córdoba, Argentina",-27.3496651,-65.6001117,"Córdoba 483, Concepción, Tucumán, Argentina",Match,Google
7,ISCHILIN,95,DEAN FUNES,ESC.PEDRO N.ARIAS,CORDOBA 87,DEAN FUNES,Córdoba,Argentina,3740,"CORDOBA 87, DEAN FUNES, Córdoba, Argentina",-30.4222963,-64.3527476,"Córdoba 87, Dean Funes, Córdoba, Argentina",Match,Google
24,TOTORAL,350,CANDELARIA,ESC PROV GRAL ARENALES,CANDELARIA,CANDELARIA,Córdoba,Argentina,400,"CANDELARIA, CANDELARIA, Córdoba, Argentina",-27.4609779,-55.7534746,"Córdoba, Candelaria, Misiónes, Argentina",Match,Google
4,CRUZ DEL EJE,43,CANDELARIA,ESCUELA PROVINCIAL,CANDELARIA,CANDELARIA,Córdoba,Argentina,51,"CANDELARIA, CANDELARIA, Córdoba, Argentina",-27.4609779,-55.7534746,"Córdoba, Candelaria, Misiónes, Argentina",Match,Google
1,CAPITAL,13J,VILLA AZALAIS,I.P.E.T N° 70,AV JUAN B JUSTO 4.350,Córdoba,Córdoba,Argentina,3751,"AV JUAN B JUSTO 4.350, Córdoba, Córdoba, Argentina",-31.3731997,-64.1759697,"Córdoba, Cordoba, Argentina",Match,Google
1,CAPITAL,11B,DON BOSCO,ESC ANTARTIDA ARGENTINA,,Córdoba,Córdoba,Argentina,3685,", Córdoba, Córdoba, Argentina",-31.4200833,-64.1887761,"Córdoba, Cordoba, Argentina",Match,Google
1,CAPITAL,11M,VALLE ESCONDIDO,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO (PREDIO FERIAR) 3590,Córdoba,Córdoba,Argentina,2310,"AV.CARCANO (PREDIO FERIAR) 3590, Córdoba, Córdoba, Argentina",-31.371936,-64.2563835,"Córdoba, Cordoba, Argentina",Match,Google
1,CAPITAL,4C,INAUDI,ESC L SUAREZ DE FIGUEROA,DEFENSA S/N° LA HUERTILLA,Córdoba,Córdoba,Argentina,1986,"DEFENSA S/N° LA HUERTILLA, Córdoba, Córdoba, Argentina",-31.4421289,-64.1756058,"Córdoba, Cordoba, Argentina",Match,Google
1,CAPITAL,11M,VALLE ESCONDIDO,INSTITUTO VILLADA,,Córdoba,Córdoba,Argentina,1650,", Córdoba, Córdoba, Argentina",-31.4200833,-64.1887761,"Córdoba, Cordoba, Argentina",Match,Google
1,CAPITAL,10M,AMPLIACION CABILDO,ESC PRIMARIA GRACIELA DEL RIO,,Córdoba,Córdoba,Argentina,1555,", Córdoba, Córdoba, Argentina",-31.4200833,-64.1887761,"Córdoba, Cordoba, Argentina",Match,Google
1,CAPITAL,10D,CONGRESO,"IPEM 183""PEDRO B.PALACIOS""",REALICO 2407,Córdoba,Córdoba,Argentina,1316,"REALICO 2407, Córdoba, Córdoba, Argentina",-31.46618,-64.234453,"Córdoba, Cordoba, Argentina",Match,Google
1,CAPITAL,13E,LA DOROTEA,ESC REPUBLICA DE LA INDIA,CNO MONTE CRISTO KM 5,Córdoba,Córdoba,Argentina,1215,"CNO MONTE CRISTO KM 5, Córdoba, Córdoba, Argentina",-31.37562,-64.07724,"Córdoba, Cordoba, Argentina",Match,Google
11,POCHO,146B,SAN JERONIMO,ESC.PROV. E.ECHEVERRIA,SAN JERONIMO,SAN JERONIMO,Córdoba,Argentina,290,"SAN JERONIMO, SAN JERONIMO, Córdoba, Argentina",-31.4000828,-64.2132116,"Córdoba, Cordoba, Argentina",Match,Google
16,RIO SEGUNDO,240,PILAR,ESC ZENON LOPEZ,PILAR,PILAR,Córdoba,Argentina,4713,"PILAR, PILAR, Córdoba, Argentina",-34.4395852,-58.9206587,"Córdoba, Pilar Centro, Buenos Aires, Argentina",Match,Google
16,RIO SEGUNDO,240,PILAR,ESC MARIA J GONZALEZ CASEROS,PILAR,PILAR,Córdoba,Argentina,3696,"PILAR, PILAR, Córdoba, Argentina",-34.4395852,-58.9206587,"Córdoba, Pilar Centro, Buenos Aires, Argentina",Match,Google
16,RIO SEGUNDO,240,PILAR,ESC JUAN BAUTISTA BUSTOS,PILAR,PILAR,Córdoba,Argentina,2016,"PILAR, PILAR, Córdoba, Argentina",-34.4395852,-58.9206587,"Córdoba, Pilar Centro, Buenos Aires, Argentina",Match,Google
16,RIO SEGUNDO,240,PILAR,INST CARLOS PELLEGRINI,PILAR,PILAR,Córdoba,Argentina,2016,"PILAR, PILAR, Córdoba, Argentina",-34.4395852,-58.9206587,"Córdoba, Pilar Centro, Buenos Aires, Argentina",Match,Google
18,SAN ALBERTO,266A,SAN RAFAEL,ESC MARCELO T DE ALVEAR,SAN RAFAEL,SAN RAFAEL,Córdoba,Argentina,158,"SAN RAFAEL, SAN RAFAEL, Córdoba, Argentina",-34.6072053,-68.3211584,"Córdoba, San Rafael, Mendoza, Argentina",Match,Google
13,RIO CUARTO,184,MOLDES,ESC FRAY MARCOS DONATTI,MOLDES,MOLDES,Córdoba,Argentina,3050,"MOLDES, MOLDES, Córdoba, Argentina",-33.6231536,-64.5970878,"Coronel Moldes, Córdoba, Argentina",Match,Google
13,RIO CUARTO,184,MOLDES,IPEM N°94 DOLORES L DE LAVALLE,MOLDES,MOLDES,Córdoba,Argentina,2704,"MOLDES, MOLDES, Córdoba, Argentina",-33.6231536,-64.5970878,"Coronel Moldes, Córdoba, Argentina",Match,Google
13,RIO CUARTO,184,MOLDES,ESC NICOLAS AVELLANEDA,MOLDES,MOLDES,Córdoba,Argentina,2366,"MOLDES, MOLDES, Córdoba, Argentina",-33.6231536,-64.5970878,"Coronel Moldes, Córdoba, Argentina",Match,Google
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,ESC R ESCALADA DE SAN MARTIN,CORRAL DE BUSTOS,CORRAL DE BUSTOS,Córdoba,Argentina,2331,"CORRAL DE BUSTOS, CORRAL DE BUSTOS, Córdoba, Argentina",-33.2838883,-62.1852877,"Corral de Bustos, Cordoba, Argentina",Match,Google
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,COLEGIO JUAN XXIII,CORRAL DE BUSTOS,CORRAL DE BUSTOS,Córdoba,Argentina,1998,"CORRAL DE BUSTOS, CORRAL DE BUSTOS, Córdoba, Argentina",-33.2838883,-62.1852877,"Corral de Bustos, Cordoba, Argentina",Match,Google
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,ESC NOR SUP MAESTROS ARGENTINO,CORRAL DE BUSTOS,CORRAL DE BUSTOS,Córdoba,Argentina,1665,"CORRAL DE BUSTOS, CORRAL DE BUSTOS, Córdoba, Argentina",-33.2838883,-62.1852877,"Corral de Bustos, Cordoba, Argentina",Match,Google
26,UNION,397A,CORRAL DEL BAJO,ESCUELA VALENTIN ALSINA,CORRAL DEL BAJO,CORRAL DEL BAJO,Córdoba,Argentina,13,"CORRAL DEL BAJO, CORRAL DEL BAJO, Córdoba, Argentina",-32.0666618,-62.7999992,"Corral del Bajo, Córdoba, Argentina",Match,Google
1,CAPITAL,5G,SAN VICENTE,ESC MARIA IGNACIA NAVARRO DE L,CORRIENTES 2006,Córdoba,Córdoba,Argentina,3440,"CORRIENTES 2006, Córdoba, Córdoba, Argentina",-31.4257425,-64.1583923,"Corrientes 2006, Córdoba, Argentina",Match,Google
9,MARCOS JUAREZ,126,CRUZ ALTA,COLEGIO SANTA JUANA DE ARCO,CRUZ ALTA,CRUZ ALTA,Córdoba,Argentina,2323,"CRUZ ALTA, CRUZ ALTA, Córdoba, Argentina",-33.0072364,-61.8094146,"Cruz Alta, Córdoba, Argentina",Match,Google
9,MARCOS JUAREZ,126,CRUZ ALTA,IPEM N° 276,CRUZ ALTA,CRUZ ALTA,Córdoba,Argentina,2317,"CRUZ ALTA, CRUZ ALTA, Córdoba, Argentina",-33.0072364,-61.8094146,"Cruz Alta, Córdoba, Argentina",Match,Google
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC ELISA K DE LIVACK,CUIMAN 6543,Córdoba,Córdoba,Argentina,1992,"CUIMAN 6543, Córdoba, Córdoba, Argentina",-31.3439445,-64.274444,"Cuiman 6543, Córdoba, Argentina",Match,Google
1,CAPITAL,13C,GENERAL BUSTOS,ESC CRISTO REY,CURA BROCHERO 753,Córdoba,Córdoba,Argentina,2366,"CURA BROCHERO 753, Córdoba, Córdoba, Argentina",-31.3917198,-64.1707283,"Cura Gabriel Brochero 753, Córdoba, Argentina",Match,Google
1,CAPITAL,7A,GUIÑAZU,IPEM N° 22 JUAN FILLOY,CALLE DE LA CUECA,Córdoba,Córdoba,Argentina,1992,"CALLE DE LA CUECA, Córdoba, Córdoba, Argentina",-31.315012,-64.1801652,"De la Cueca, Córdoba, Argentina",Match,Google
1,CAPITAL,1,SECCIONAL PRIMERA,CENTRO EDUC.NIVEL MEDIO ADULTO,DEAN FUNES 417,Córdoba,Córdoba,Argentina,2408,"DEAN FUNES 417, Córdoba, Córdoba, Argentina",-31.414351,-64.1897475,"Deán Funes 417, X5000AAI Córdoba, Argentina",Match,Google
1,CAPITAL,3,SECCIONAL TERCERA,IPEM N° 270 GRAL M BELGRANO,DEAN FUNES 850,Córdoba,Córdoba,Argentina,3450,"DEAN FUNES 850, Córdoba, Córdoba, Argentina",-31.4126441,-64.1954103,"Deán Funes 850, X5000AAR Córdoba, Argentina",Match,Google
7,ISCHILIN,95,DEAN FUNES,ESC.PROV.GRAL SAN MARTIN,DEAN FUNES,DEAN FUNES,Córdoba,Argentina,3060,"DEAN FUNES, DEAN FUNES, Córdoba, Argentina",-30.4240924,-64.349403,"Deán Funes, Cordoba, Argentina",Match,Google
5,GENERAL ROCA,60,DEL CAMPILLO,I.P.E.M. N° 219,DEL CAMPILLO,DEL CAMPILLO,Córdoba,Argentina,963,"DEL CAMPILLO, DEL CAMPILLO, Córdoba, Argentina",-34.3791591,-64.4968915,"Del Campillo, Córdoba, Argentina",Match,Google
1,CAPITAL,13,LEANDRO N. ALEM,ESC PADRE DIEGO DE TORRES,DIAG ICA Y CAMICALTA,Córdoba,Córdoba,Argentina,4111,"DIAG ICA Y CAMICALTA, Córdoba, Córdoba, Argentina",-31.3841006,-64.1527516,"Diagonal Ica & Camicalta, Córdoba, Argentina",Match,Google
1,CAPITAL,10F,MATIENZO,ESC MIGUEL A ZABALA ORTIZ,DIAZ DE LA FUENTE 3101,Córdoba,Córdoba,Argentina,2352,"DIAZ DE LA FUENTE 3101, Córdoba, Córdoba, Argentina",-31.4444124,-64.2370036,"Díaz de la Fuente 3101, Córdoba, Argentina",Match,Google
1,CAPITAL,9,ESCOBAR,ESC PROVINCIA DE CORRIENTES,DOMINGO ZIPOLI 1358,Córdoba,Córdoba,Argentina,2613,"DOMINGO ZIPOLI 1358, Córdoba, Córdoba, Argentina",-31.392106,-64.2181456,"Domingo Zipoli 1358, X5008JSJ Córdoba, Argentina",Match,Google
25,TULUMBA,362,EL BAÑADO,ESC PROV 25 DE MAYO,EL BAÑADO,EL BAÑADO,Córdoba,Argentina,39,"EL BAÑADO, EL BAÑADO, Córdoba, Argentina",-30.3500004,-63.8166618,"El Bañado, Córdoba, Argentina",Match,Google
3,COLON,31,EL MANZANO,ESC.PROV.A.ARGENTINA,EL MANZANO SOBRE RUTA E 53,EL MANZANO,Córdoba,Argentina,1129,"EL MANZANO SOBRE RUTA E 53, EL MANZANO, Córdoba, Argentina",-31.0855504,-64.2905017,"El Manzano, Córdoba, Argentina",Match,Google
20,SAN JUSTO,290,EL TIO,IPEM N°166 CAP G DEL VALLE,EL TIO,EL TIO,Córdoba,Argentina,924,"EL TIO, EL TIO, Córdoba, Argentina",-31.384529,-62.8284538,"El Tío, Córdoba, Argentina",Match,Google
13,RIO CUARTO,170,ELENA,ESC RICARDO GUTIERREZ,ELENA,ELENA,Córdoba,Argentina,1272,"ELENA, ELENA, Córdoba, Argentina",-32.5708433,-64.3948091,"Elena, Córdoba, Argentina",Match,Google
