Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Geo
1,CAPITAL,14M,VILLA CENTENARIO,ESC LUZ VIEYRA MENDEZ,OB MOSCOSO Y PERALRA 2772,Córdoba,Córdoba,Argentina,1002,"OB MOSCOSO Y PERALRA 2772, Córdoba, Córdoba, Argentina"
6,GRAL SAN MARTIN,76,CHAZON,ESC PROV M R DE LA TORRE,DIESCISEIS 582,CHAZON,Córdoba,Argentina,994,"DIESCISEIS 582, CHAZON, Córdoba, Argentina"
20,SAN JUSTO,294,LA PAQUITA,ESC PROV MARIANO MORENO,ALTE BROWN 231,LA PAQUITA,Córdoba,Argentina,987,"ALTE BROWN 231, LA PAQUITA, Córdoba, Argentina"
7,ISCHILIN,100,QUILINO VILLA,ESC.PROV.D.V.SARSFIELD,VELEZ SARSFIELD,QUILINO VILLA,Córdoba,Argentina,983,"VELEZ SARSFIELD, QUILINO VILLA, Córdoba, Argentina"
1,CAPITAL,14K,VILLA ALLENDE PARQUE,JARDIN MATERNAL TRAVESURAS,MULUCHES S/N,Córdoba,Córdoba,Argentina,981,"MULUCHES S/N, Córdoba, Córdoba, Argentina"
4,CRUZ DEL EJE,51,PASO VIEJO,I.P.E.A. N° 306 DR A SABATTINI -,,PASO VIEJO,Córdoba,Argentina,978,", PASO VIEJO, Córdoba, Argentina"
21,SANTA MARIA,316H,VILLA LA BOLSA,LOCAL COMUNAL,VILLA LA BOLSA,VILLA LA BOLSA,Córdoba,Argentina,974,"VILLA LA BOLSA, VILLA LA BOLSA, Córdoba, Argentina"
8,JUAREZ CELMAN,105,BENGOLEA,ESC.SEÑOR DE LA BUENA MUERTE,BENGOLEA,BENGOLEA,Córdoba,Argentina,971,"BENGOLEA, BENGOLEA, Córdoba, Argentina"
9,MARCOS JUAREZ,136,ROCA,ESC 9 DE JULIO,ALSINA 517 SUR,ROCA,Córdoba,Argentina,969,"ALSINA 517 SUR, ROCA, Córdoba, Argentina"
5,GENERAL ROCA,60,DEL CAMPILLO,I.P.E.M. N° 219,DEL CAMPILLO,DEL CAMPILLO,Córdoba,Argentina,963,"DEL CAMPILLO, DEL CAMPILLO, Córdoba, Argentina"
18,SAN ALBERTO,261A,SAN LORENZO,ESC PROV JUAN MARTIN RECALDE,PUBLICA S/N,SAN LORENZO,Córdoba,Argentina,961,"PUBLICA S/N, SAN LORENZO, Córdoba, Argentina"
4,CRUZ DEL EJE,46,GUANACO MUERTO,ESC PROV GRAL SAN MARTIN,PUBLICA S/N,GUANACO MUERTO,Córdoba,Argentina,958,"PUBLICA S/N, GUANACO MUERTO, Córdoba, Argentina"
16,RIO SEGUNDO,238,MATORRALES,ESC.PROV.D.F.SARMIENTO,CORRIENTES 237,MATORRALES,Córdoba,Argentina,956,"CORRIENTES 237, MATORRALES, Córdoba, Argentina"
3,COLON,31A,AGUA DE ORO,INST SECUNDARIO AGUA DE ORO,AV BELGRANO S/N,AGUA DE ORO,Córdoba,Argentina,951,"AV BELGRANO S/N, AGUA DE ORO, Córdoba, Argentina"
6,GRAL SAN MARTIN,75,AUSONIA,ESC.PROV.GRAL SAN MARTIN,25 DE MAYO 551,AUSONIA,Córdoba,Argentina,946,"25 DE MAYO 551, AUSONIA, Córdoba, Argentina"
18,SAN ALBERTO,260,AMBUL,ESC.PROV.FRAY J.M.NOGAL,DOMINGO F SARMIENTO,AMBUL,Córdoba,Argentina,944,"DOMINGO F SARMIENTO, AMBUL, Córdoba, Argentina"
26,UNION,395,PASCANAS,ESC MAESTRO J RECALDE,PASCANAS,PASCANAS,Córdoba,Argentina,927,"PASCANAS, PASCANAS, Córdoba, Argentina"
10,MINAS,138,CIENAGA DEL CORO,ESC PROV COMTE ROSENDO LEAL,CESAR MANUEL VERA S/N,CIENAGA DEL CORO,Córdoba,Argentina,926,"CESAR MANUEL VERA S/N, CIENAGA DEL CORO, Córdoba, Argentina"
20,SAN JUSTO,290,EL TIO,ESC PROV JOSE MARIA PAZ,15 DE OCTUBRE 588,EL TIO,Córdoba,Argentina,926,"15 DE OCTUBRE 588, EL TIO, Córdoba, Argentina"
20,SAN JUSTO,290,EL TIO,IPEM N°166 CAP G DEL VALLE,EL TIO,EL TIO,Córdoba,Argentina,924,"EL TIO, EL TIO, Córdoba, Argentina"
2,CALAMUCHITA,18,LA CRUZ,ESC PROV DOMINGO F SARMIENTO,SARMIENTO 376,LA CRUZ,Córdoba,Argentina,922,"SARMIENTO 376, LA CRUZ, Córdoba, Argentina"
16,RIO SEGUNDO,237A,MANFREDI,ESCUELA N°57,MANFREDI,MANFREDI,Córdoba,Argentina,918,"MANFREDI, MANFREDI, Córdoba, Argentina"
3,COLON,35A,MI GRANJA,JARDIN DE INF.CAP.CANDELARIA,VILLAFAÑE DEL VISO,MI GRANJA,Córdoba,Argentina,915,"VILLAFAÑE DEL VISO, MI GRANJA, Córdoba, Argentina"
14,RIO PRIMERO,222,VILLA FONTANA,IPEM N°228-SAN ISIDRO LABRADOR,AV PEDRO J FONTANA 448,VILLA FONTANA,Córdoba,Argentina,911,"AV PEDRO J FONTANA 448, VILLA FONTANA, Córdoba, Argentina"
13,RIO CUARTO,182,LAS VERTIENTES,ESC CAP DE FRAGATA MOYANO,JULIANA GARCIA PUBLILL 560,LAS VERTIENTES,Córdoba,Argentina,908,"JULIANA GARCIA PUBLILL 560, LAS VERTIENTES, Córdoba, Argentina"
4,CRUZ DEL EJE,50,MEDIA NARANJA,ESCUELA M. GUEMES,MEDIA NARANJA,MEDIA NARANJA,Córdoba,Argentina,862,"MEDIA NARANJA, MEDIA NARANJA, Córdoba, Argentina"
15,RIO SECO,225,GUTEMBERG,ESC GRAL SAN MARTIN,PUBLICA S/N,GUTEMBERG,Córdoba,Argentina,860,"PUBLICA S/N, GUTEMBERG, Córdoba, Argentina"
21,SANTA MARIA,316I,VILLA LOS AROMOS,ESC PROV DOMINGO F SARMIENTO,VILLA LOS AROMOS,VILLA LOS AROMOS,Córdoba,Argentina,850,"VILLA LOS AROMOS, VILLA LOS AROMOS, Córdoba, Argentina"
13,RIO CUARTO,168,CHAJAN,ESC PROV GRAL J DE SAN MARTIN,BV CORDOBA S/N,CHAJAN,Córdoba,Argentina,827,"BV CORDOBA S/N, CHAJAN, Córdoba, Argentina"
18,SAN ALBERTO,265C,SAUCE ARRIBA,ESC.PROV.FRAY L.BELTRAN,PUBLICA,SAUCE ARRIBA,Córdoba,Argentina,797,"PUBLICA, SAUCE ARRIBA, Córdoba, Argentina"
21,SANTA MARIA,316F,VALLE DE ANIZACATE,IPET N°118 AZURDUY (CIRC 316A),SALOMON PALACIOS S/N,VALLE DE ANIZACATE,Córdoba,Argentina,793,"SALOMON PALACIOS S/N, VALLE DE ANIZACATE, Córdoba, Argentina"
4,CRUZ DEL EJE,50A,LOS CHAÑARITOS,ESC DOMINGO F SARMIENTO,PUBLICA S/N,LOS CHAÑARITOS,Córdoba,Argentina,769,"PUBLICA S/N, LOS CHAÑARITOS, Córdoba, Argentina"
15,RIO SECO,223,CANDELARIA NORTE,ESC.PROV.C.SAAVEDRA,PUBLICA,CANDELARIA NORTE,Córdoba,Argentina,764,"PUBLICA, CANDELARIA NORTE, Córdoba, Argentina"
2,CALAMUCHITA,328A,LA CUMBRECITA,ESC BARTOLOME MITRE,PUBLICA S/N,LA CUMBRECITA,Córdoba,Argentina,762,"PUBLICA S/N, LA CUMBRECITA, Córdoba, Argentina"
9,MARCOS JUAREZ,137,SAIRA,INSTITUTO MANUEL BELGRANO,SAIRA,SAIRA,Córdoba,Argentina,755,"SAIRA, SAIRA, Córdoba, Argentina"
12,PUNILLA,155,SAN ESTEBAN,ESC INES MOYANO DE MOLINA,SAN ESTEBAN,SAN ESTEBAN,Córdoba,Argentina,753,"SAN ESTEBAN, SAN ESTEBAN, Córdoba, Argentina"
21,SANTA MARIA,328B,VILLA CIUDAD DE AMERICA,ESC.PROV.J.V.GONZALEZ,RUTA N 5 KM 54,VILLA CIUDAD DE AMERICA,Córdoba,Argentina,744,"RUTA N 5 KM 54, VILLA CIUDAD DE AMERICA, Córdoba, Argentina"
13,RIO CUARTO,174,LA CAUTIVA,ESC PROV JOSE DE SAN MARTIN,SAN MARTIN S/N,LA CAUTIVA,Córdoba,Argentina,736,"SAN MARTIN S/N, LA CAUTIVA, Córdoba, Argentina"
19,SAN JAVIER,274,SAN JAVIER,ESC GENERAL SAN MARTIN,SAN JAVIER,SAN JAVIER,Córdoba,Argentina,724,"SAN JAVIER, SAN JAVIER, Córdoba, Argentina"
24,TOTORAL,351A,LA PAMPA,ESC PROV BERNARDINO RIVADAVIA,PUBLICA S/N,LA PAMPA,Córdoba,Argentina,718,"PUBLICA S/N, LA PAMPA, Córdoba, Argentina"
18,SAN ALBERTO,263E,LAS RABONAS,ESC.PROV.M.BELGRANO,RUTA NAC 14,LAS RABONAS,Córdoba,Argentina,717,"RUTA NAC 14, LAS RABONAS, Córdoba, Argentina"
4,CRUZ DEL EJE,42,BAÑADO DE SOTO,ESCUELA PROV.M. MORENO,PUBLICA S/N,BAÑADO DE SOTO,Córdoba,Argentina,711,"PUBLICA S/N, BAÑADO DE SOTO, Córdoba, Argentina"
1,CAPITAL,8,LA FLORESTA NORTE,ESC RABINDRANAT TAGORE,OCARINA 1613,Córdoba,Córdoba,Argentina,702,"OCARINA 1613, Córdoba, Córdoba, Argentina"
15,RIO SECO,227,RAYO CORTADO,ESC.PROV.CNEL.F.DE BEDOYA,RAYO CORTADO,RAYO CORTADO,Córdoba,Argentina,700,"RAYO CORTADO, RAYO CORTADO, Córdoba, Argentina"
13,RIO CUARTO,184A,MONTE DE LOS GAUCHOS,ESC.PROV.M.BELGRANO,SARMIENTO,MONTE DE LOS GAUCHOS,Córdoba,Argentina,686,"SARMIENTO, MONTE DE LOS GAUCHOS, Córdoba, Argentina"
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,INST PASCUAL BAILON SOSA,AV TRIGUEROS 151,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,686,"AV TRIGUEROS 151, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina"
1,CAPITAL,11G,PARQUE REPUBLICA,JARDIN TTE. AVILA,ALTO ALEGRE 1.050,Córdoba,Córdoba,Argentina,682,"ALTO ALEGRE 1.050, Córdoba, Córdoba, Argentina"
13,RIO CUARTO,165,BANDA NORTE,CNMA 24-ANEXO PCIA STA CRUZ,EL SALVADOR 840,BANDA NORTE,Córdoba,Argentina,682,"EL SALVADOR 840, BANDA NORTE, Córdoba, Argentina"
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,J DE INF MAURO FERNANDEZ,GONZALEZ ALBARRACIN Y R ARIAS RSR,Córdoba,Córdoba,Argentina,680,"GONZALEZ ALBARRACIN Y R ARIAS RSR, Córdoba, Córdoba, Argentina"
9,MARCOS JUAREZ,134,MONTE BUEY,INST.SEC.GRAL J.M.PAZ,MONTE BUEY,MONTE BUEY,Córdoba,Argentina,680,"MONTE BUEY, MONTE BUEY, Córdoba, Argentina"
1,CAPITAL,10B,CIUDADELA,J DE INF REPUBLICA DE SIRIA,VIRGILIO MOYANO 830,Córdoba,Córdoba,Argentina,678,"VIRGILIO MOYANO 830, Córdoba, Córdoba, Argentina"
1,CAPITAL,13F,NUEVA ITALIA,CENTRO VECINAL ZONA 111,TREDENTINA 1945,Córdoba,Córdoba,Argentina,678,"TREDENTINA 1945, Córdoba, Córdoba, Argentina"
3,COLON,41A,SALDAN,JARDIN NOGAL HISTORICO,25 DE MAYO 109,SALDAN,Córdoba,Argentina,676,"25 DE MAYO 109, SALDAN, Córdoba, Argentina"
26,UNION,374,BALLESTEROS SUD,ESCUELA N°9,BALLESTEROS SUD,BALLESTEROS SUD,Córdoba,Argentina,675,"BALLESTEROS SUD, BALLESTEROS SUD, Córdoba, Argentina"
8,JUAREZ CELMAN,113,LOS CISNES,ESC DOMINGO F SARMIENTO,SRITA BERNARDINA BAIGORRI 229,LOS CISNES,Córdoba,Argentina,673,"SRITA BERNARDINA BAIGORRI 229, LOS CISNES, Córdoba, Argentina"
16,RIO SEGUNDO,230A,CALCHIN OESTE,ESC.PROV.M.BELGRANO,CALCHIN OESTE,CALCHIN OESTE,Córdoba,Argentina,668,"CALCHIN OESTE, CALCHIN OESTE, Córdoba, Argentina"
20,SAN JUSTO,313,SEEBER,ESCUELA N°149(HOY:JOSE SEEBER),SEEBER,SEEBER,Córdoba,Argentina,659,"SEEBER, SEEBER, Córdoba, Argentina"
12,PUNILLA,151,CHARBONIER,ESC P ALBARRACIN DE SARMIENTO,PUBLICA S/N,CHARBONIER,Córdoba,Argentina,658,"PUBLICA S/N, CHARBONIER, Córdoba, Argentina"
21,SANTA MARIA,326A,YOCSINA,ESC PROV GABRIELA MISTRAL,MARCELO GARLOT,YOCSINA,Córdoba,Argentina,658,"MARCELO GARLOT, YOCSINA, Córdoba, Argentina"
20,SAN JUSTO,307,QUEBRACHO HERRADO,ESC.PROV.AYACUCHO,SARMIENTO,QUEBRACHO HERRADO,Córdoba,Argentina,653,"SARMIENTO, QUEBRACHO HERRADO, Córdoba, Argentina"
21,SANTA MARIA,318,RAFAEL GARCIA,ESC.PROV.FRENCH Y BERUTTI,SARMIENTO Y BERUTTI(RAFAEL GARCIA),RAFAEL GARCIA,Córdoba,Argentina,648,"SARMIENTO Y BERUTTI(RAFAEL GARCIA), RAFAEL GARCIA, Córdoba, Argentina"
25,TULUMBA,368,SAN JOSE DE LAS SALINAS,ESC.PROV.V.MERCANTE,ONCATIVO,SAN JOSE DE LAS SALINAS,Córdoba,Argentina,648,"ONCATIVO, SAN JOSE DE LAS SALINAS, Córdoba, Argentina"
20,SAN JUSTO,315,VIGNAUD,COL MARIA AUXILIADORA,ANA PASSADORE 611,VIGNAUD,Córdoba,Argentina,645,"ANA PASSADORE 611, VIGNAUD, Córdoba, Argentina"
8,JUAREZ CELMAN,114,OLAETA,ESCUELA PROV.FRENCH Y BERUTTI,25 DE MAYO 135,OLAETA,Córdoba,Argentina,644,"25 DE MAYO 135, OLAETA, Córdoba, Argentina"
12,PUNILLA,149,CASA GRANDE,ESC GRAL JOSE DE SAN MARTIN,RUTA NACIONAL N°38,CASA GRANDE,Córdoba,Argentina,643,"RUTA NACIONAL N°38, CASA GRANDE, Córdoba, Argentina"
9,MARCOS JUAREZ,130,LA ITALIANA,ESC.PROV.GRAL SAN MARTIN,ISLAS MALVINAS,LA ITALIANA,Córdoba,Argentina,639,"ISLAS MALVINAS, LA ITALIANA, Córdoba, Argentina"
26,UNION,386,GOULD,ESC R VERA PEÑALOZA,GOULD,GOULD,Córdoba,Argentina,632,"GOULD, GOULD, Córdoba, Argentina"
6,GRAL SAN MARTIN,86,SILVIO PELLICO,ESC.PROV.M.GUEMES,ANTONIO CONRERO 24,SILVIO PELLICO,Córdoba,Argentina,630,"ANTONIO CONRERO 24, SILVIO PELLICO, Córdoba, Argentina"
24,TOTORAL,358,SITON,ESC.PROV.24 DE SEPTIEMBRE,8 DE DICIEMBRE S/N,SITON,Córdoba,Argentina,626,"8 DE DICIEMBRE S/N, SITON, Córdoba, Argentina"
21,SANTA MARIA,330,SAN ISIDRO,ESC.PROV.M.MORENO,PUBLICA,SAN ISIDRO,Córdoba,Argentina,623,"PUBLICA, SAN ISIDRO, Córdoba, Argentina"
9,MARCOS JUAREZ,119,ALEJO LEDESMA,ESCUELA N.AVELLANEDA,HIPOLITO YRIGOYEN,ALEJO LEDESMA,Córdoba,Argentina,622,"HIPOLITO YRIGOYEN, ALEJO LEDESMA, Córdoba, Argentina"
4,CRUZ DEL EJE,44A,LAS PLAYAS,ESC.PROV.PCIA.DE LA RIOJA,RUTA 75,LAS PLAYAS,Córdoba,Argentina,618,"RUTA 75, LAS PLAYAS, Córdoba, Argentina"
26,UNION,382,CHILIBROSTE,ESC PROV B QUINQUELA MARTIN,SANTA FE S/N,CHILIBROSTE,Córdoba,Argentina,615,"SANTA FE S/N, CHILIBROSTE, Córdoba, Argentina"
2,CALAMUCHITA,18,LA CRUZ,INST DR D VELEZ SARSFIELD,SARMIENTO 236,LA CRUZ,Córdoba,Argentina,614,"SARMIENTO 236, LA CRUZ, Córdoba, Argentina"
18,SAN ALBERTO,263C,ARROYO DE LOS PATOS,ESC J V LOPEZ(EX-NAC N°493),RUTA N°14 Y ESMERALDA,ARROYO DE LOS PATOS,Córdoba,Argentina,610,"RUTA N°14 Y ESMERALDA, ARROYO DE LOS PATOS, Córdoba, Argentina"
23,TERCERO ARRIBA,343,LOS ZORROS,ESC VICENTE LOPEZ Y PLANES,SAN MARTIN 346,LOS ZORROS,Córdoba,Argentina,603,"SAN MARTIN 346, LOS ZORROS, Córdoba, Argentina"
7,ISCHILIN,94,CHUÑA,ESC PROV GRAL M GUEMES,PUBLICA S/N,CHUÑA,Córdoba,Argentina,593,"PUBLICA S/N, CHUÑA, Córdoba, Argentina"
6,GRAL SAN MARTIN,80,LUCA,ESC.PROV.J.V.GONZALEZ,9 DE JULIO 350,LUCA,Córdoba,Argentina,588,"9 DE JULIO 350, LUCA, Córdoba, Argentina"
25,TULUMBA,369,SAN PEDRO NORTE,ESC MANUEL BELGRANO,9 DE JULIO S/N,SAN PEDRO NORTE,Córdoba,Argentina,587,"9 DE JULIO S/N, SAN PEDRO NORTE, Córdoba, Argentina"
4,CRUZ DEL EJE,48,LA HIGUERA,ESC PROV GRAL SAN MARTIN,RUTA PROVINCIAL N°15 S/N,LA HIGUERA,Córdoba,Argentina,579,"RUTA PROVINCIAL N°15 S/N, LA HIGUERA, Córdoba, Argentina"
7,ISCHILIN,96A,OLIVARES SAN NICOLAS,ESC.PROV.GUIDO SPANO,PUBLICA,OLIVARES SAN NICOLAS,Córdoba,Argentina,571,"PUBLICA, OLIVARES SAN NICOLAS, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,258,VILLA ROSSI,ESCUELA N°105(JOSE RUBIROLA),VILLA ROSSI,VILLA ROSSI,Córdoba,Argentina,568,"VILLA ROSSI, VILLA ROSSI, Córdoba, Argentina"
23,TERCERO ARRIBA,337A,CNIA ALMADA,ESC PROV JUAN B ALBERDI,SANTA ROSA 171,CNIA ALMADA,Córdoba,Argentina,565,"SANTA ROSA 171, CNIA ALMADA, Córdoba, Argentina"
22,SOBREMONTE,332,POZO NUEVO,ESC.PROV.FCO.PASCACIO MORENO,POZO NUEVO,POZO NUEVO,Córdoba,Argentina,561,"POZO NUEVO, POZO NUEVO, Córdoba, Argentina"
13,RIO CUARTO,194,WASHINGTON,ESCUELA N°359,WASHINGTON,WASHINGTON,Córdoba,Argentina,556,"WASHINGTON, WASHINGTON, Córdoba, Argentina"
20,SAN JUSTO,306,PROSPERIDAD,ESC PROV SANTIAGO DERQUI,JUAREZ CELMAN 357,PROSPERIDAD,Córdoba,Argentina,553,"JUAREZ CELMAN 357, PROSPERIDAD, Córdoba, Argentina"
17,ROQUE SAENZ PEÑA,255,ROSALES,ESC.PROV.P.B.PALACIOS,CORRIENTES,ROSALES,Córdoba,Argentina,540,"CORRIENTES, ROSALES, Córdoba, Argentina"
6,GRAL SAN MARTIN,82,PALESTINA,ESC PROV CMTE L PIEDRABUENA,FELIPE LORENZATTI 875,PALESTINA,Córdoba,Argentina,539,"FELIPE LORENZATTI 875, PALESTINA, Córdoba, Argentina"
13,RIO CUARTO,193,TOSQUITA,ESC.PROV.J.M.ESTRADA,AVELLANEDA 181,TOSQUITA,Córdoba,Argentina,526,"AVELLANEDA 181, TOSQUITA, Córdoba, Argentina"
21,SANTA MARIA,330A,JOSE DE LA QUINTANA,ESCUELA DE MINERIA,JOSE DE LA QUINTANA,JOSE DE LA QUINTANA,Córdoba,Argentina,514,"JOSE DE LA QUINTANA, JOSE DE LA QUINTANA, Córdoba, Argentina"
26,UNION,390,MONTE LEÑA,ESC.PROV.D.F.SARMIENTO,CARDO 146,MONTE LEÑA,Córdoba,Argentina,514,"CARDO 146, MONTE LEÑA, Córdoba, Argentina"
18,SAN ALBERTO,263D,LAS CALLES,ESC.PROV.M.A DE CARRANZA PREGO,LAS CALLES,LAS CALLES,Córdoba,Argentina,506,"LAS CALLES, LAS CALLES, Córdoba, Argentina"
2,CALAMUCHITA,15A,VILLA AMANCAY,ESC.PROV.R.SAENZ PEÑA,CALLE 6,VILLA AMANCAY,Córdoba,Argentina,505,"CALLE 6, VILLA AMANCAY, Córdoba, Argentina"
14,RIO PRIMERO,200,DIEGO DE ROJAS,ESC M.C.CALDECOT DE ARGUELLO,FIGUEROA ALCORTA S/N,DIEGO DE ROJAS,Córdoba,Argentina,503,"FIGUEROA ALCORTA S/N, DIEGO DE ROJAS, Córdoba, Argentina"
11,POCHO,145,POCHO,ESC.PROV.D.FRENCH,PUBLICA,POCHO,Córdoba,Argentina,499,"PUBLICA, POCHO, Córdoba, Argentina"
25,TULUMBA,367,ROSARIO DEL SALADILLO,ESC.PROV.D.F.SARMIENTO,JAVIER GARCIA,ROSARIO DEL SALADILLO,Córdoba,Argentina,493,"JAVIER GARCIA, ROSARIO DEL SALADILLO, Córdoba, Argentina"
21,SANTA MARIA,327,MONTE RALO,ESC.DELL'ARMELLINA,ITALIA,MONTE RALO,Córdoba,Argentina,488,"ITALIA, MONTE RALO, Córdoba, Argentina"
7,ISCHILIN,91,AVELLANEDA,ESC.PROV.FRAY M. ESQUIU,PUBLICA S/N,AVELLANEDA,Córdoba,Argentina,485,"PUBLICA S/N, AVELLANEDA, Córdoba, Argentina"
13,RIO CUARTO,192,SUCO,ESC R ESCALADA DE SAN MARTIN,SUCO,SUCO,Córdoba,Argentina,477,"SUCO, SUCO, Córdoba, Argentina"
15,RIO SECO,227A,RINCONADA,ESC PROV GUILLERMO BROWN,PUBLICA S/N,RINCONADA,Córdoba,Argentina,466,"PUBLICA S/N, RINCONADA, Córdoba, Argentina"
1,CAPITAL,13M,CAMINO A COLONIA TIROLESA,ESC OLEGARIO V ANDRADE,CNO SGO DEL ESTERO KM 7 1/2,Córdoba,Córdoba,Argentina,460,"CNO SGO DEL ESTERO KM 7 1/2, Córdoba, Córdoba, Argentina"
19,SAN JAVIER,274A,LA POBLACION,ESCUELA PROVINCIAL,PUBLICA S/N,LA POBLACION,Córdoba,Argentina,459,"PUBLICA S/N, LA POBLACION, Córdoba, Argentina"
15,RIO SECO,226,LOS HOYOS,ESC PRO MARTIN GUEMES,PUBLICA S/N,LOS HOYOS,Córdoba,Argentina,453,"PUBLICA S/N, LOS HOYOS, Córdoba, Argentina"
22,SOBREMONTE,333,CAMINIAGA,ESC V LOPEZ Y PLANES,CAMINIAGA,CAMINIAGA,Córdoba,Argentina,453,"CAMINIAGA, CAMINIAGA, Córdoba, Argentina"
16,RIO SEGUNDO,242,RINCON,ESC PROV NICOLAS AVELLANEDA,RINCON,RINCON,Córdoba,Argentina,446,"RINCON, RINCON, Córdoba, Argentina"
12,PUNILLA,158A,CABALANGO,ESC.PROV.D. FRENCH,CALLE 10,CABALANGO,Córdoba,Argentina,440,"CALLE 10, CABALANGO, Córdoba, Argentina"
13,RIO CUARTO,178A,LAS ALBAHACAS,ESC.C.G. DE REZZANO,CALLE 11,LAS ALBAHACAS,Córdoba,Argentina,440,"CALLE 11, LAS ALBAHACAS, Córdoba, Argentina"
15,RIO SECO,226A,PUESTO DE CASTRO,ESC.PROV.D.F.SARMIENTO,PUESTO DE CASTRO,PUESTO DE CASTRO,Córdoba,Argentina,439,"PUESTO DE CASTRO, PUESTO DE CASTRO, Córdoba, Argentina"
4,CRUZ DEL EJE,46B,ALTO DE LOS QUEBRACHOS,ESCUELA PROVINCIAL,ALTO DE LOS QUEBRACH,ALTO DE LOS QUEBRACHOS,Córdoba,Argentina,430,"ALTO DE LOS QUEBRACH, ALTO DE LOS QUEBRACHOS, Córdoba, Argentina"
10,MINAS,138C,ESTANCIA DE GUADALUPE,ESC PROV NIÑAS DE AYOHUMA,PUBLICA S/N,ESTANCIA DE GUADALUPE,Córdoba,Argentina,429,"PUBLICA S/N, ESTANCIA DE GUADALUPE, Córdoba, Argentina"
21,SANTA MARIA,316D,LA SERRANITA,ESC GENERAL MANUEL BELGRANO,LA SERRANITA,LA SERRANITA,Córdoba,Argentina,427,"LA SERRANITA, LA SERRANITA, Córdoba, Argentina"
12,PUNILLA,156B,CUESTA BLANCA,LOCAL COMUNAL,CUESTA BLANCA,CUESTA BLANCA,Córdoba,Argentina,425,"CUESTA BLANCA, CUESTA BLANCA, Córdoba, Argentina"
23,TERCERO ARRIBA,345,PAMPAYASTA NORTE,ESC PROV ANTARTIDA ARGENTINA,PAMPAYASTA NORTE,PAMPAYASTA NORTE,Córdoba,Argentina,425,"PAMPAYASTA NORTE, PAMPAYASTA NORTE, Córdoba, Argentina"
1,CAPITAL,13L,VILLA GRAN PARQUE,ESC JORGE WASHINGTON ABALOS,CNO J MARIA KM 8 1/2,Córdoba,Córdoba,Argentina,420,"CNO J MARIA KM 8 1/2, Córdoba, Córdoba, Argentina"
26,UNION,376,BISMARCK,ESC PROV B ERNARDINO RIVADAVIA,RIVADAVIA 360,BISMARCK,Córdoba,Argentina,415,"RIVADAVIA 360, BISMARCK, Córdoba, Argentina"
13,RIO CUARTO,169,CHUCUL,ESC SUBTTE RODOLFO H BERDINA,AV SAN MARTIN S/N,CHUCUL,Córdoba,Argentina,413,"AV SAN MARTIN S/N, CHUCUL, Córdoba, Argentina"
19,SAN JAVIER,267,CONLARA,ESC PROV NARCISO LAPRIDA,PUBLICA S/N,CONLARA,Córdoba,Argentina,401,"PUBLICA S/N, CONLARA, Córdoba, Argentina"
24,TOTORAL,350,CANDELARIA,ESC PROV GRAL ARENALES,CANDELARIA,CANDELARIA,Córdoba,Argentina,400,"CANDELARIA, CANDELARIA, Córdoba, Argentina"
7,ISCHILIN,92,CAÑADA DE RIO PINTO,ESC.PROV.H.VIEYTES,PUBLICA,CAÑADA DE RIO PINTO,Córdoba,Argentina,398,"PUBLICA, CAÑADA DE RIO PINTO, Córdoba, Argentina"
18,SAN ALBERTO,264,PANAHOLMA,ESC.P.PIZZURNO,PUBLICA,PANAHOLMA,Córdoba,Argentina,396,"PUBLICA, PANAHOLMA, Córdoba, Argentina"
20,SAN JUSTO,279A,EL FUERTECITO,ESC PROV ALTE GUILLERMO BROWN,ALICIA ROSSI 441,EL FUERTECITO,Córdoba,Argentina,373,"ALICIA ROSSI 441, EL FUERTECITO, Córdoba, Argentina"
16,RIO SEGUNDO,231,CAPILLA DEL CARMEN,ESCUELA NARCISO LAPRIDA,GRAL JOSE DE SAN MARTIN S/N,CAPILLA DEL CARMEN,Córdoba,Argentina,364,"GRAL JOSE DE SAN MARTIN S/N, CAPILLA DEL CARMEN, Córdoba, Argentina"
3,COLON,31B,VILLA CERRO AZUL,LOCAL COMUNAL,VILLA CERRO AZUL,VILLA CERRO AZUL,Córdoba,Argentina,363,"VILLA CERRO AZUL, VILLA CERRO AZUL, Córdoba, Argentina"
20,SAN JUSTO,299,LUXARDO,ESC CONSTANCIO LUXARDO,PUBLICA S/N,LUXARDO,Córdoba,Argentina,358,"PUBLICA S/N, LUXARDO, Córdoba, Argentina"
14,RIO PRIMERO,203,PEDRO E.VIVAS,ESC.R.E.DE SAN MARTIN,KM. 658,PEDRO E.VIVAS,Córdoba,Argentina,352,"KM. 658, PEDRO E.VIVAS, Córdoba, Argentina"
23,TERCERO ARRIBA,349A,GENERAL FOTHERINGHAM,ESC PROV GRAL BATOLOME MITRE,SAN JUAN ESQ BELGRANO,GENERAL FOTHERINGHAM,Córdoba,Argentina,352,"SAN JUAN ESQ BELGRANO, GENERAL FOTHERINGHAM, Córdoba, Argentina"
