Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Dirección,Ciudad,Provincia,Pais,Electores,Geo
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC JOSE BERRNARDO ITURRASPE,CABRERA 1736,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,5494,"CABRERA 1736, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina"
26,UNION,375,BELL VILLE,ESC PONCIANO VIVANCO,AMEGHINO 155,BELL VILLE,Córdoba,Argentina,5489,"AMEGHINO 155, BELL VILLE, Córdoba, Argentina"
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESCUELA N AVELLANEDA,RIVADAVIA 648,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,5476,"RIVADAVIA 648, SAN FRANCISCO SECC. SUR, Córdoba, Argentina"
1,CAPITAL,5,ALTAMIRA,ESC ESPAÑA,M BRAVO Y ENTRE RIOS,Córdoba,Córdoba,Argentina,5472,"M BRAVO Y ENTRE RIOS, Córdoba, Córdoba, Argentina"
3,COLON,35,MALVINAS ARGENTINAS,I.P.E.M. N° 24,JUJUY ESQ. SARMIENTO S/N MALVINAS AR,MALVINAS ARGENTINAS,Córdoba,Argentina,5449,"JUJUY ESQ. SARMIENTO S/N MALVINAS AR, MALVINAS ARGENTINAS, Córdoba, Argentina"
1,CAPITAL,11J,SANTA ANA,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Córdoba,Córdoba,Argentina,5440,"SANTA ANA 2011, Córdoba, Córdoba, Argentina"
1,CAPITAL,14O,VILLA 9 DE JULIO,INSTITUTO LEON XIII,AV BODEREAU 7.850,Córdoba,Córdoba,Argentina,5274,"AV BODEREAU 7.850, Córdoba, Córdoba, Argentina"
19,SAN JAVIER,268,DOLORES,ESC.NORMAL SARSFIELD,AV.S.MARTIN 271,DOLORES,Córdoba,Argentina,5175,"AV.S.MARTIN 271, DOLORES, Córdoba, Argentina"
12,PUNILLA,156,VILLA CARLOS PAZ,INST BERNARDO D'ELIA,ASUNCION 440,VILLA CARLOS PAZ,Córdoba,Argentina,5168,"ASUNCION 440, VILLA CARLOS PAZ, Córdoba, Argentina"
1,CAPITAL,10C,COMERCIAL,ESC ALEJANDRO CARBO,ICHO CRUZ S/N°,Córdoba,Córdoba,Argentina,5161,"ICHO CRUZ S/N°, Córdoba, Córdoba, Argentina"
6,GRAL SAN MARTIN,89,VILLA MARIA,IPEM N°275 EX COLEGIO NACIONAL,S.DEL ESTERO 618,VILLA MARIA,Córdoba,Argentina,5160,"S.DEL ESTERO 618, VILLA MARIA, Córdoba, Argentina"
23,TERCERO ARRIBA,348,RIO TERCERO,E.N.E.T. N°1,G.SAVIO Y MENDOZA,RIO TERCERO,Córdoba,Argentina,5160,"G.SAVIO Y MENDOZA, RIO TERCERO, Córdoba, Argentina"
3,COLON,28A,CALERA CENTRAL,ESC.TTE. J.R. IBARZABAL,CALERA CENTRAL,CALERA CENTRAL,Córdoba,Argentina,5130,"CALERA CENTRAL, CALERA CENTRAL, Córdoba, Argentina"
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,COLEGIO SAN JOSE,VILLA DEL ROSARIO,VILLA DEL ROSARIO,Córdoba,Argentina,5130,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina"
1,CAPITAL,13J,VILLA AZALAIS,ESC VICENTE F LOPEZ,TISSERA 1551,Córdoba,Córdoba,Argentina,5115,"TISSERA 1551, Córdoba, Córdoba, Argentina"
1,CAPITAL,11A,ALTO ALBERDI,ESC JOSE MARIA PAZ,AV COLON 2772,Córdoba,Córdoba,Argentina,5100,"AV COLON 2772, Córdoba, Córdoba, Argentina"
1,CAPITAL,13H,PATRICIOS,COL HIJAS DE MARIA INMACULADA,MADRE BRIGIDA PASTORINO 2733,Córdoba,Córdoba,Argentina,5095,"MADRE BRIGIDA PASTORINO 2733, Córdoba, Córdoba, Argentina"
1,CAPITAL,14A,ARGUELLO NORTE,ESC BRIG SAN MARTIN,DOMINGO MARIMON/GABRIEL ORTEGA,Córdoba,Córdoba,Argentina,5086,"DOMINGO MARIMON/GABRIEL ORTEGA, Córdoba, Córdoba, Argentina"
20,SAN JUSTO,279,ARROYITO,INST DR D VELEZ SARSFIELD,ARROYITO,ARROYITO,Córdoba,Argentina,5085,"ARROYITO, ARROYITO, Córdoba, Argentina"
1,CAPITAL,9E,PROVIDENCIA,ESC PTE HIPOLITO YRIGOYEN,CASTRO BARROS 802,Córdoba,Córdoba,Argentina,4903,"CASTRO BARROS 802, Córdoba, Córdoba, Argentina"
1,CAPITAL,10K,VICOR,ESC BENITO SORIA,BARBADOS Y HAITI,Córdoba,Córdoba,Argentina,4888,"BARBADOS Y HAITI, Córdoba, Córdoba, Argentina"
1,CAPITAL,3,SECCIONAL TERCERA,ESC JERONIMO LUIS DE CABRERA,SANTA ROSA 650,Córdoba,Córdoba,Argentina,4830,"SANTA ROSA 650, Córdoba, Córdoba, Argentina"
1,CAPITAL,5G,SAN VICENTE,ESC DGO F SARMIENTO,LOPEZ Y PLANES 2253,Córdoba,Córdoba,Argentina,4830,"LOPEZ Y PLANES 2253, Córdoba, Córdoba, Argentina"
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.N.AVELLANEDA,BS.AS.E INT.MACIEL,VILLA MARIA,Córdoba,Argentina,4830,"BS.AS.E INT.MACIEL, VILLA MARIA, Córdoba, Argentina"
13,RIO CUARTO,179,LAS HIGUERAS,ESC JORGE ALEHANDRO NEWBERY,ESPAÑA 36,LAS HIGUERAS,Córdoba,Argentina,4830,"ESPAÑA 36, LAS HIGUERAS, Córdoba, Argentina"
19,SAN JAVIER,268,DOLORES,ESC GENERAL SAN MARTIN,EDISON 130,DOLORES,Córdoba,Argentina,4830,"EDISON 130, DOLORES, Córdoba, Argentina"
3,COLON,40,UNQUILLO,I.P.E.M. N° 78,COSTANERA LOS CIGARRALES B 750,UNQUILLO,Córdoba,Argentina,4828,"COSTANERA LOS CIGARRALES B 750, UNQUILLO, Córdoba, Argentina"
20,SAN JUSTO,304,MORTEROS,COLEGIO NACIONAL MIXTO,MORTEROS,MORTEROS,Córdoba,Argentina,4821,"MORTEROS, MORTEROS, Córdoba, Argentina"
1,CAPITAL,11C,LAS PALMAS,ESC MANUEL E PIZARRO,DUARTE QUIROS 4725,Córdoba,Córdoba,Argentina,4817,"DUARTE QUIROS 4725, Córdoba, Córdoba, Argentina"
1,CAPITAL,7E,MARQUES DE SOBREMONTE,ESC HONORATO LACONI,T DE IROBI,Córdoba,Córdoba,Argentina,4816,"T DE IROBI, Córdoba, Córdoba, Argentina"
1,CAPITAL,7E,MARQUES DE SOBREMONTE,ESC PETER PAN,P DE GUZMAN 131,Córdoba,Córdoba,Argentina,4816,"P DE GUZMAN 131, Córdoba, Córdoba, Argentina"
6,GRAL SAN MARTIN,89,VILLA MARIA,I.P.E.T. N° 2,J.MULLER 651,VILLA MARIA,Córdoba,Argentina,4816,"J.MULLER 651, VILLA MARIA, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,ESC MANUEL BELGRANO,SOBREMONTE 1333,RIO CUARTO,Córdoba,Argentina,4816,"SOBREMONTE 1333, RIO CUARTO, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,COLEGIO HISPANO ARGENTINO,FOTHERINGHAM 68,RIO CUARTO,Córdoba,Argentina,4816,"FOTHERINGHAM 68, RIO CUARTO, Córdoba, Argentina"
23,TERCERO ARRIBA,348,RIO TERCERO,COLEGIO JESUS MARIA Y JOSE,SAN AGUSTIN 318,RIO TERCERO,Córdoba,Argentina,4816,"SAN AGUSTIN 318, RIO TERCERO, Córdoba, Argentina"
26,UNION,375,BELL VILLE,ESC.SUPERIOR DE COMERCIO,F.MOLINA 69,BELL VILLE,Córdoba,Argentina,4816,"F.MOLINA 69, BELL VILLE, Córdoba, Argentina"
1,CAPITAL,7B,ALTA CORDOBA,INST CORAZON DE MARIA,A DEL VISO 445,Córdoba,Córdoba,Argentina,4802,"A DEL VISO 445, Córdoba, Córdoba, Argentina"
3,COLON,33,JESUS MARIA,PTE DOMINGO F SARMIENTO,CORDOBA (PARALEA A JUAN B JUSTO) 1050,JESUS MARIA,Córdoba,Argentina,4802,"CORDOBA (PARALEA A JUAN B JUSTO) 1050, JESUS MARIA, Córdoba, Argentina"
21,SANTA MARIA,316,ALTA GRACIA,I.P.E.M. N° 298,RAFAEL LOZADA 53,ALTA GRACIA,Córdoba,Argentina,4802,"RAFAEL LOZADA 53, ALTA GRACIA, Córdoba, Argentina"
26,UNION,375,BELL VILLE,COLEGIO SAN JOSE,BV FIGUEROA ALCORTA 40,BELL VILLE,Córdoba,Argentina,4802,"BV FIGUEROA ALCORTA 40, BELL VILLE, Córdoba, Argentina"
3,COLON,33,JESUS MARIA,ESC.PROVC.F.O. DE OCAMPO,AV. DR. FRANCISCO N. DE LAPRIDA 649,JESUS MARIA,Córdoba,Argentina,4788,"AV. DR. FRANCISCO N. DE LAPRIDA 649, JESUS MARIA, Córdoba, Argentina"
13,RIO CUARTO,186,PUEBLO ALBERDI,ESC GRAL JUSTO S ANAYA,AZOPARDO 1270 FENIX,PUEBLO ALBERDI,Córdoba,Argentina,4788,"AZOPARDO 1270 FENIX, PUEBLO ALBERDI, Córdoba, Argentina"
1,CAPITAL,10,BELLA VISTA,ESC ROQUE SAENZ PEÑA,AV VELEZ SARSFIELD 1000,Córdoba,Córdoba,Argentina,4774,"AV VELEZ SARSFIELD 1000, Córdoba, Córdoba, Argentina"
1,CAPITAL,13J,VILLA AZALAIS,ESC JUSTO PAEZ MOLINA,J MONTAÑO 1350,Córdoba,Córdoba,Argentina,4774,"J MONTAÑO 1350, Córdoba, Córdoba, Argentina"
13,RIO CUARTO,165,BANDA NORTE,IPEM N°95 M SANCHEZ DE THOMPSO,MANCO CAPAC 50,BANDA NORTE,Córdoba,Argentina,4774,"MANCO CAPAC 50, BANDA NORTE, Córdoba, Argentina"
1,CAPITAL,12G,ITUZAINGO,ESC EJERCITO ARGENTINO,STEPHENSON Y FULTON,Córdoba,Córdoba,Argentina,4761,"STEPHENSON Y FULTON, Córdoba, Córdoba, Argentina"
1,CAPITAL,9C,LOS PARAISOS,ESC PCIA DE MISIONES,FIRPO 2254,Córdoba,Córdoba,Argentina,4760,"FIRPO 2254, Córdoba, Córdoba, Argentina"
1,CAPITAL,13G,PARQUE LICEO,ESC RICARDO ROJAS,STORNI Y MONTALVO,Córdoba,Córdoba,Argentina,4760,"STORNI Y MONTALVO, Córdoba, Córdoba, Argentina"
1,CAPITAL,4B,VILLA REVOL,COL NICOLAS BERROTARAN,ELIAS YOFRE 1095,Córdoba,Córdoba,Argentina,4746,"ELIAS YOFRE 1095, Córdoba, Córdoba, Argentina"
20,SAN JUSTO,279,ARROYITO,ESCUELA N°198(ESC GIMENEZ LAGO,ARROYITO,ARROYITO,Córdoba,Argentina,4746,"ARROYITO, ARROYITO, Córdoba, Argentina"
1,CAPITAL,6C,GRAL PAZ,ESC NORMAL GARZON AGULLA,VIAMONTE 150,Córdoba,Córdoba,Argentina,4718,"VIAMONTE 150, Córdoba, Córdoba, Argentina"
3,COLON,41A,SALDAN,ESC.DE COMERCIO J.M.PAZ,VELEZ SARSFIELD 647,SALDAN,Córdoba,Argentina,4718,"VELEZ SARSFIELD 647, SALDAN, Córdoba, Argentina"
16,RIO SEGUNDO,240,PILAR,ESC ZENON LOPEZ,PILAR,PILAR,Córdoba,Argentina,4713,"PILAR, PILAR, Córdoba, Argentina"
1,CAPITAL,14,ARGUELLO,COLEGIO LA SALLE,AV MARTINOLI 3950,Córdoba,Córdoba,Argentina,4662,"AV MARTINOLI 3950, Córdoba, Córdoba, Argentina"
1,CAPITAL,14C,ARGUELLO SEGUNDO,INST CONCEPCIONISTA LA INMACUL,AV ENRIQUE BODEREAU KM 14,Córdoba,Córdoba,Argentina,4650,"AV ENRIQUE BODEREAU KM 14, Córdoba, Córdoba, Argentina"
1,CAPITAL,7A,GUIÑAZU,ESC UNESCO,JUAN B JUSTO/AV N SRA D LOS MILAGROS,Córdoba,Córdoba,Argentina,4646,"JUAN B JUSTO/AV N SRA D LOS MILAGROS, Córdoba, Córdoba, Argentina"
1,CAPITAL,12C,CORONEL OLMEDO,ESC CORONEL OLMEDO,ALTO LAGUIRRE 4060,Córdoba,Córdoba,Argentina,4524,"ALTO LAGUIRRE 4060, Córdoba, Córdoba, Argentina"
1,CAPITAL,11,AERONAUTICO,ESC ISABEL LA CATOLICA,SUBOF OTANO S/N°,Córdoba,Córdoba,Argentina,4503,"SUBOF OTANO S/N°, Córdoba, Córdoba, Argentina"
3,COLON,41,VILLA ALLENDE,ESC.PROV. J.DE SAN MARTIN,GOYCOECHEA 150,VILLA ALLENDE,Córdoba,Argentina,4485,"GOYCOECHEA 150, VILLA ALLENDE, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,ESCUELA GENERAL PAZ,MITRE 850,RIO CUARTO,Córdoba,Argentina,4485,"MITRE 850, RIO CUARTO, Córdoba, Argentina"
23,TERCERO ARRIBA,336,ALMAFUERTE,COL NAC JOSE M ESTRADA,URUGUAY 55,ALMAFUERTE,Córdoba,Argentina,4485,"URUGUAY 55, ALMAFUERTE, Córdoba, Argentina"
1,CAPITAL,5F,RENACIMIENTO,ESC M COOPERATIVISMO ARGENTINO,M BRAVO Y PJE.MATHEU,Córdoba,Córdoba,Argentina,4482,"M BRAVO Y PJE.MATHEU, Córdoba, Córdoba, Argentina"
1,CAPITAL,3,SECCIONAL TERCERA,ESC NORMAL ALEJANDRO CARBO,AV COLON 951,Córdoba,Córdoba,Argentina,4472,"AV COLON 951, Córdoba, Córdoba, Argentina"
1,CAPITAL,3,SECCIONAL TERCERA,ESC MARIANO MORENO,SANTA ROSA ESQ SANTA FE,Córdoba,Córdoba,Argentina,4472,"SANTA ROSA ESQ SANTA FE, Córdoba, Córdoba, Argentina"
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.J.INGENIEROS,SANTA FE 1.271,VILLA MARIA,Córdoba,Argentina,4472,"SANTA FE 1.271, VILLA MARIA, Córdoba, Argentina"
6,GRAL SAN MARTIN,90,VILLA NUEVA,INSTITUTO INMAC.CONCEPCION,CABANILLAS 400,VILLA NUEVA,Córdoba,Argentina,4472,"CABANILLAS 400, VILLA NUEVA, Córdoba, Argentina"
1,CAPITAL,13A,AYACUCHO,ESC FRANCISCO A RIZZUTO,FDO DE LESSEPS 140,Córdoba,Córdoba,Argentina,4464,"FDO DE LESSEPS 140, Córdoba, Córdoba, Argentina"
23,TERCERO ARRIBA,348,RIO TERCERO,ESC JOSE M ZAPIOLA,CHACABUCO 649,RIO TERCERO,Córdoba,Argentina,4460,"CHACABUCO 649, RIO TERCERO, Córdoba, Argentina"
1,CAPITAL,7B,ALTA CORDOBA,INST NUESTRA MADRE DE LA MERCE,Mariano FRAGUEIRO 2400,Córdoba,Córdoba,Argentina,4459,"Mariano FRAGUEIRO 2400, Córdoba, Córdoba, Argentina"
1,CAPITAL,12B,COLON,ESC RUBEN DARIO,LA CORUÑA Y MONSERRAT,Córdoba,Córdoba,Argentina,4459,"LA CORUÑA Y MONSERRAT, Córdoba, Córdoba, Argentina"
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC PEDRO GOYENA,PJE GUASTONI 3472,Córdoba,Córdoba,Argentina,4459,"PJE GUASTONI 3472, Córdoba, Córdoba, Argentina"
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESC.PROV.D.F.SARMIENTO,IRIGOYEN 247,CRUZ DEL EJE,Córdoba,Argentina,4459,"IRIGOYEN 247, CRUZ DEL EJE, Córdoba, Argentina"
4,CRUZ DEL EJE,44,CRUZ DEL EJE,ESC.E. BAVIO,PELLEGRINI 180,CRUZ DEL EJE,Córdoba,Argentina,4459,"PELLEGRINI 180, CRUZ DEL EJE, Córdoba, Argentina"
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,ESC N AVELLANEDA(IPEM N°50),RIVADAVIA 679,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,4459,"RIVADAVIA 679, SAN FRANCISCO SECC. SUR, Córdoba, Argentina"
20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,COL SUP SAN MARTIN,PJE CHAMPAGNAT (SUR) 57,SAN FRANCISCO SECC. SUR,Córdoba,Argentina,4459,"PJE CHAMPAGNAT (SUR) 57, SAN FRANCISCO SECC. SUR, Córdoba, Argentina"
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,ESC PTE HIPOLITO IRIGOYEN,JUJUY 205,SAN FRANCISCO SECC. NORTE,Córdoba,Argentina,4459,"JUJUY 205, SAN FRANCISCO SECC. NORTE, Córdoba, Argentina"
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA CURA ELEODORO FIERRO,RAMON J CARCANO 135,ALTA GRACIA,Córdoba,Argentina,4459,"RAMON J CARCANO 135, ALTA GRACIA, Córdoba, Argentina"
23,TERCERO ARRIBA,348,RIO TERCERO,ESCUELA N° 402,I.LA CATOLICA 190,RIO TERCERO,Córdoba,Argentina,4459,"I.LA CATOLICA 190, RIO TERCERO, Córdoba, Argentina"
18,SAN ALBERTO,265A,VILLA SARMIENTO,ESC CNEL AGUSTIN A OLMEDO,LIBERTAD 270,VILLA SARMIENTO,Córdoba,Argentina,4457,"LIBERTAD 270, VILLA SARMIENTO, Córdoba, Argentina"
3,COLON,33,JESUS MARIA,I.P.E.T.N° 69,JESUS MARIA,JESUS MARIA,Córdoba,Argentina,4453,"JESUS MARIA, JESUS MARIA, Córdoba, Argentina"
3,COLON,33,JESUS MARIA,ESC.DR. J.M.ESTRADA N° 221,CATAMARCA Y ESTRADA,JESUS MARIA,Córdoba,Argentina,4446,"CATAMARCA Y ESTRADA, JESUS MARIA, Córdoba, Argentina"
4,CRUZ DEL EJE,44,CRUZ DEL EJE,IPEM 273 M. BELGRANO,PELLEGRINI 445,CRUZ DEL EJE,Córdoba,Argentina,4446,"PELLEGRINI 445, CRUZ DEL EJE, Córdoba, Argentina"
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,ESC MARQUES DE SOBREMONTE,VILLA DEL ROSARIO,VILLA DEL ROSARIO,Córdoba,Argentina,4446,"VILLA DEL ROSARIO, VILLA DEL ROSARIO, Córdoba, Argentina"
23,TERCERO ARRIBA,344,OLIVA,C0LEGIO SAGRADO CORAZON,DON BOSCO S/N,OLIVA,Córdoba,Argentina,4437,"DON BOSCO S/N, OLIVA, Córdoba, Argentina"
9,MARCOS JUAREZ,133,MARCOS JUAREZ,COLEGIO SAGRADO CORAZON,LARDIZABAL 545,MARCOS JUAREZ,Córdoba,Argentina,4433,"LARDIZABAL 545, MARCOS JUAREZ, Córdoba, Argentina"
13,RIO CUARTO,165,BANDA NORTE,ESC PROVINCIA SANTA CRUZ,SANTA FE ESQ URUGUAY S/N,BANDA NORTE,Córdoba,Argentina,4433,"SANTA FE ESQ URUGUAY S/N, BANDA NORTE, Córdoba, Argentina"
23,TERCERO ARRIBA,344,OLIVA,ESCUELA NAC.DE COMERCIO,OLIVA,OLIVA,Córdoba,Argentina,4433,"OLIVA, OLIVA, Córdoba, Argentina"
1,CAPITAL,13N,YOFRE,ESC DR ANTONIO NORES,JULIO DE VEDIA 2.353,Córdoba,Córdoba,Argentina,4429,"JULIO DE VEDIA 2.353, Córdoba, Córdoba, Argentina"
16,RIO SEGUNDO,243,RIO SEGUNDO,ESC PRIMER GOBIERNO PATRIO,RIVADAVIA 915,RIO SEGUNDO,Córdoba,Argentina,4423,"RIVADAVIA 915, RIO SEGUNDO, Córdoba, Argentina"
1,CAPITAL,10H,PARQUE CAPITAL,ESC R ESCALADA DE SAN MARTIN,ESPORA 2283,Córdoba,Córdoba,Argentina,4420,"ESPORA 2283, Córdoba, Córdoba, Argentina"
12,PUNILLA,150,COSQUIN,ESC TTE GRAL JULIO A ROCA,SAN MARTIN Y SARMIENTO S/N,COSQUIN,Córdoba,Argentina,4420,"SAN MARTIN Y SARMIENTO S/N, COSQUIN, Córdoba, Argentina"
1,CAPITAL,9F,SAN MARTIN,ESC ANTONIO DEL VISO,SAAVEDRA 619,Córdoba,Córdoba,Argentina,4407,"SAAVEDRA 619, Córdoba, Córdoba, Argentina"
1,CAPITAL,14A,ARGUELLO NORTE,ESC RICARDO NASSIF,MARTIN FERMIN,Córdoba,Córdoba,Argentina,4407,"MARTIN FERMIN, Córdoba, Córdoba, Argentina"
1,CAPITAL,14A,ARGUELLO NORTE,ESC MARTHA A SALOTTI,PUBLICA S/N IPV SECTOR360ARGÜELLO N,Córdoba,Córdoba,Argentina,4407,"PUBLICA S/N IPV SECTOR360ARGÜELLO N, Córdoba, Córdoba, Argentina"
3,COLON,37,RIO CEBALLOS,IPEM N° 352,NICANOR CEBALLOS,RIO CEBALLOS,Córdoba,Argentina,4407,"NICANOR CEBALLOS, RIO CEBALLOS, Córdoba, Argentina"
3,COLON,37,RIO CEBALLOS,ESC.PROV.M.FRAGUEIRO,AVENIDA SAN MARTIN 4.519,RIO CEBALLOS,Córdoba,Argentina,4407,"AVENIDA SAN MARTIN 4.519, RIO CEBALLOS, Córdoba, Argentina"
1,CAPITAL,13C,GENERAL BUSTOS,ESC ALEJO CARMEN GUZMAN,AUGUSTO LOPEZ 643,Córdoba,Córdoba,Argentina,4384,"AUGUSTO LOPEZ 643, Córdoba, Córdoba, Argentina"
3,COLON,41A,SALDAN,ESCUELA NOGAL HISTORICO,JOSE ACCASTELLI 252,SALDAN,Córdoba,Argentina,4382,"JOSE ACCASTELLI 252, SALDAN, Córdoba, Argentina"
1,CAPITAL,10F,MATIENZO,COL NUESTRA SEÑORA DE FATIMA,VARELA ORTIZ 2600,Córdoba,Córdoba,Argentina,4380,"VARELA ORTIZ 2600, Córdoba, Córdoba, Argentina"
1,CAPITAL,8C,VILLA LOS PINOS,ESC ALMIRANTE BROWN,SAN MARTIN S/N°,Córdoba,Córdoba,Argentina,4373,"SAN MARTIN S/N°, Córdoba, Córdoba, Argentina"
1,CAPITAL,14M,VILLA CENTENARIO,INST   SAUL TABORDA,OB MOSCOSO Y PERALTA 2772 A PALERMO,Córdoba,Córdoba,Argentina,4355,"OB MOSCOSO Y PERALTA 2772 A PALERMO, Córdoba, Córdoba, Argentina"
26,UNION,378,CANALS,INSTITUTO BELISARIO ROLDAN,CANALS,CANALS,Córdoba,Argentina,4355,"CANALS, CANALS, Córdoba, Argentina"
1,CAPITAL,14M,VILLA CENTENARIO,ESC PRIMERA JUNTA,C DE ARREDONDO 4446,Córdoba,Córdoba,Argentina,4347,"C DE ARREDONDO 4446, Córdoba, Córdoba, Argentina"
26,UNION,391,MONTE MAIZ,INSTITUTO SAGRADO CORAZON,9 DE JULIO 2.250,MONTE MAIZ,Córdoba,Argentina,4290,"9 DE JULIO 2.250, MONTE MAIZ, Córdoba, Argentina"
18,SAN ALBERTO,265,SAN PEDRO,ESC CNEL OLMEDO,CECILIA FUNES 140,SAN PEDRO,Córdoba,Argentina,4175,"CECILIA FUNES 140, SAN PEDRO, Córdoba, Argentina"
3,COLON,41,VILLA ALLENDE,COLEGIO SAN JOSE,VILLA ALLENDE,VILLA ALLENDE,Córdoba,Argentina,4140,"VILLA ALLENDE, VILLA ALLENDE, Córdoba, Argentina"
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.DR. J.BIANCO,BELGRANO 302,VILLA MARIA,Córdoba,Argentina,4140,"BELGRANO 302, VILLA MARIA, Córdoba, Argentina"
12,PUNILLA,148,CAPILLA DEL MONTE,IPEM N° 279,HIPOLITO YRIGOYEN 450,CAPILLA DEL MONTE,Córdoba,Argentina,4140,"HIPOLITO YRIGOYEN 450, CAPILLA DEL MONTE, Córdoba, Argentina"
12,PUNILLA,156,VILLA CARLOS PAZ,ESC PRESIDENTE SARMIENTO,LOS GIGANTES S/N-,VILLA CARLOS PAZ,Córdoba,Argentina,4140,"LOS GIGANTES S/N-, VILLA CARLOS PAZ, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,INST SAN BUENAVENTURA,SAN MARTIN 250,RIO CUARTO,Córdoba,Argentina,4140,"SAN MARTIN 250, RIO CUARTO, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,ESCUELA GRAL ROCA,PASO 790,RIO CUARTO,Córdoba,Argentina,4140,"PASO 790, RIO CUARTO, Córdoba, Argentina"
1,CAPITAL,5G,SAN VICENTE,ESC PTE RIVADAVIA,AGUSTIN GARZON 1563,Córdoba,Córdoba,Argentina,4139,"AGUSTIN GARZON 1563, Córdoba, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,ESC BARTOLOME MITRE,LAVALLE 1452,RIO CUARTO,Córdoba,Argentina,4134,"LAVALLE 1452, RIO CUARTO, Córdoba, Argentina"
1,CAPITAL,4,NUEVA CORDOBA,ENET N° 3 LEOPOLDO LUGONES,ITUZAINGO 483,Córdoba,Córdoba,Argentina,4128,"ITUZAINGO 483, Córdoba, Córdoba, Argentina"
1,CAPITAL,6F,YAPEYU,ESC R GÜIRALDES,24 DE SETIEMBRE 2400,Córdoba,Córdoba,Argentina,4128,"24 DE SETIEMBRE 2400, Córdoba, Córdoba, Argentina"
1,CAPITAL,11D,LOS NARANJOS,ESC REPUBLICA DEL PERU,GOYENA Y GOMEZ CARRILLO,Córdoba,Córdoba,Argentina,4128,"GOYENA Y GOMEZ CARRILLO, Córdoba, Córdoba, Argentina"
6,GRAL SAN MARTIN,89,VILLA MARIA,ESC.COM.A.OCAMPO,CATAMARCA 650,VILLA MARIA,Córdoba,Argentina,4128,"CATAMARCA 650, VILLA MARIA, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,E.N.E.T. N° 1,BAIGORRIA 527,RIO CUARTO,Córdoba,Argentina,4128,"BAIGORRIA 527, RIO CUARTO, Córdoba, Argentina"
13,RIO CUARTO,188,RIO CUARTO,COLEGIO GALILEO GALILEI,ALVEAR 1040,RIO CUARTO,Córdoba,Argentina,4128,"ALVEAR 1040, RIO CUARTO, Córdoba, Argentina"
21,SANTA MARIA,316,ALTA GRACIA,ESC COMANDANTE ESPORA,3 DE FEBRERO 362,ALTA GRACIA,Córdoba,Argentina,4128,"3 DE FEBRERO 362, ALTA GRACIA, Córdoba, Argentina"
23,TERCERO ARRIBA,348,RIO TERCERO,ESC PROV MODESTO ACUÑA,AMINTA R DE HERRERA 455,RIO TERCERO,Córdoba,Argentina,4128,"AMINTA R DE HERRERA 455, RIO TERCERO, Córdoba, Argentina"
23,TERCERO ARRIBA,348,RIO TERCERO,ESC PROV R E DE SAN MARTIN,25 DE FEBRERO 171,RIO TERCERO,Córdoba,Argentina,4128,"25 DE FEBRERO 171, RIO TERCERO, Córdoba, Argentina"
26,UNION,375,BELL VILLE,ESCUELA A MATTERSON,PTE PERON 414,BELL VILLE,Córdoba,Argentina,4128,"PTE PERON 414, BELL VILLE, Córdoba, Argentina"
1,CAPITAL,1,SECCIONAL PRIMERA,ESC NUESTRA SEÑORA DEL HUERTO,BELGRANO 269,Córdoba,Córdoba,Argentina,4119,"BELGRANO 269, Córdoba, Córdoba, Argentina"
9,MARCOS JUAREZ,129,ISLA VERDE,INST SEC ISLA VERDE,LIBERTAD 446,ISLA VERDE,Córdoba,Argentina,4118,"LIBERTAD 446, ISLA VERDE, Córdoba, Argentina"
1,CAPITAL,8B,PUEYRREDON,ESC ROBLES,PADRE LUIS MONTI 1850,Córdoba,Córdoba,Argentina,4116,"PADRE LUIS MONTI 1850, Córdoba, Córdoba, Argentina"
